profession,city,state,combined
"['design', 'engineer', 'consultant']",['dora creek'],['nsw'],"['design', 'engineer', 'consultant', 'dora creek', 'nsw']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['aurangabad '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'aurangabad ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['bangalore '],['karnataka '],"['engineer', 'operator', 'new', 'technology', 'bangalore ', 'karnataka ']"
"['design', 'engineer', 'consultant']",['vadodara '],['gujarat'],"['design', 'engineer', 'consultant', 'vadodara ', 'gujarat']"
"['agencies', 'deal', 'instrumentation']",['malegaon'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'malegaon', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['jalgaon '],['maharashtr'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'jalgaon ', 'maharashtr']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['delhi'],['delhi'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'delhi', 'delhi']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['burhanpur '],['madhyapradesh'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'burhanpur ', 'madhyapradesh']"
"['engineer', 'operator', 'new', 'technology']",['satara'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'satara', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['nagpur'],['maharshtra '],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'nagpur', 'maharshtra ']"
"['agencies', 'deal', 'instrumentation']",['bhopal'],['madhya pradesh'],"['agencies', 'deal', 'instrumentation', 'bhopal', 'madhya pradesh']"
"['engineer', 'operator', 'new', 'technology']",['kolkata'],['west bengal'],"['engineer', 'operator', 'new', 'technology', 'kolkata', 'west bengal']"
"['agencies', 'deal', 'instrumentation']",['pune'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'pune', 'maharashtra']"
"['regulatory', 'authority', 'policy', 'maker', 'urban', 'planning', 'specialist', 'utility', 'energy', 'company']",['raipur '],['chhattisgarh'],"['regulatory', 'authority', 'policy', 'maker', 'urban', 'planning', 'specialist', 'utility', 'energy', 'company', 'raipur ', 'chhattisgarh']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['thane'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'thane', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['pune'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'pune', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['tiruppur '],['tamilnadu '],"['design', 'engineer', 'consultant', 'tiruppur ', 'tamilnadu ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['bhiwandi'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'bhiwandi', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['satara'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'satara', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['pune'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'pune ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra ']"
"['agencies', 'deal', 'instrumentation']",['mumbai'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['pune'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['kasaragod '],['kerala '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'kasaragod ', 'kerala ']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['panvel'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'panvel', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['investor', 'banker', 'venture', 'capitalist']",['jath'],['maharastra'],"['investor', 'banker', 'venture', 'capitalist', 'jath', 'maharastra']"
"['design', 'engineer', 'consultant']",['vasai'],['maharashtra'],"['design', 'engineer', 'consultant', 'vasai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['aurangabad'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'aurangabad', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['ahmedabad'],['gujarat'],"['agencies', 'deal', 'instrumentation', 'ahmedabad', 'gujarat']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['mumbai  '],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'mumbai  ', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['navi mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'navi mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['aurangabad'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'aurangabad', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['pune'],['maharashtra '],"['agencies', 'deal', 'instrumentation', 'pune', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['noida'],['uttar pradesh'],"['design', 'engineer', 'consultant', 'noida', 'uttar pradesh']"
"['academician', 'student', 'engineering', 'college']",['kharghar '],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'kharghar ', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['rajkot'],['gujrat'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'rajkot', 'gujrat']"
"['engineer', 'operator', 'new', 'technology']",['bhopal'],['madhya pradesh'],"['engineer', 'operator', 'new', 'technology', 'bhopal', 'madhya pradesh']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['chennai'],['tamil nadu'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'chennai', 'tamil nadu']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'pune', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['pune'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['noida'],['uttar pradesh'],"['design', 'engineer', 'consultant', 'noida', 'uttar pradesh']"
"['agencies', 'deal', 'instrumentation']",['ahmedabad'],['gujarat'],"['agencies', 'deal', 'instrumentation', 'ahmedabad', 'gujarat']"
"['agencies', 'deal', 'instrumentation']",['mumbai'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharastra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharastra']"
"['investor', 'banker', 'venture', 'capitalist']",['mumbai '],['maharashtra'],"['investor', 'banker', 'venture', 'capitalist', 'mumbai ', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['thane'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'thane', 'maharashtra ']"
"['regulatory', 'authority', 'policy', 'maker', 'urban', 'planning', 'specialist', 'utility', 'energy', 'company']",['asdjkf'],['asdfhg'],"['regulatory', 'authority', 'policy', 'maker', 'urban', 'planning', 'specialist', 'utility', 'energy', 'company', 'asdjkf', 'asdfhg']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['pune'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['vadodara'],['gujarat'],"['engineer', 'operator', 'new', 'technology', 'vadodara', 'gujarat']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['vadodara'],['gujarat'],"['engineer', 'operator', 'new', 'technology', 'vadodara', 'gujarat']"
"['engineer', 'operator', 'new', 'technology']",['dondaicha'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'dondaicha', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['ratnagiri'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'ratnagiri', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharastra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharastra']"
"['academician', 'student', 'engineering', 'college']",['kharghar '],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'kharghar ', 'maharashtra']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['cbd belapur'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'cbd belapur', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['cbd belapur'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'cbd belapur', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['navi mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'navi mumbai ', 'maharashtra ']"
"['agencies', 'deal', 'instrumentation']",['thane '],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'thane ', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['thane'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'thane', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['kolkata'],['west bengal'],"['engineer', 'operator', 'new', 'technology', 'kolkata', 'west bengal']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['pune'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'pune', 'maharashtra ']"
"['agencies', 'deal', 'instrumentation']",['indore'],['m.p.'],"['agencies', 'deal', 'instrumentation', 'indore', 'm.p.']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['vadodara '],['gujarat '],"['academician', 'student', 'engineering', 'college', 'vadodara ', 'gujarat ']"
"['design', 'engineer', 'consultant']",['mumbai '],['maharashtra '],"['design', 'engineer', 'consultant', 'mumbai ', 'maharashtra ']"
"['investor', 'banker', 'venture', 'capitalist']",['mumbai'],['maharashtra'],"['investor', 'banker', 'venture', 'capitalist', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['navi mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'navi mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['surat'],['gujarat'],"['engineer', 'operator', 'new', 'technology', 'surat', 'gujarat']"
"['academician', 'student', 'engineering', 'college']",['navi mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'navi mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['uran islampur'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'uran islampur', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['kota'],['rajsthan'],"['engineer', 'operator', 'new', 'technology', 'kota', 'rajsthan']"
"['design', 'engineer', 'consultant']",['naigaon '],['maharashtra'],"['design', 'engineer', 'consultant', 'naigaon ', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['ahmedabad'],['gujarat'],"['agencies', 'deal', 'instrumentation', 'ahmedabad', 'gujarat']"
"['engineer', 'operator', 'new', 'technology']",['aurangabad'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'aurangabad', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['sharjah'],['sharjah'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'sharjah', 'sharjah']"
"['agencies', 'deal', 'instrumentation']",['mumbai'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['vasai'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'vasai', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['vasai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'vasai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['vasai dist. palghar'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'vasai dist. palghar', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['vasai-virar'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'vasai-virar', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['navi mumbai'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'navi mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['ahmedabad'],['gujarat'],"['design', 'engineer', 'consultant', 'ahmedabad', 'gujarat']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['mh'],"['engineer', 'operator', 'new', 'technology', 'pune', 'mh']"
"['engineer', 'operator', 'new', 'technology']",['nasik'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'nasik', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['nagpur'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'nagpur', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['alibag'],['maharashtra'],"['design', 'engineer', 'consultant', 'alibag', 'maharashtra']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['malegaon'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'malegaon', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['malegaon'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'malegaon', 'maharashtra']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['new mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'new mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['design', 'engineer', 'consultant']",['dombivli '],['maharashta '],"['design', 'engineer', 'consultant', 'dombivli ', 'maharashta ']"
"['academician', 'student', 'engineering', 'college']",['panvel rasayani'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'panvel rasayani', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['nashik'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'nashik', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['kolkata'],"[""yes, i want to join propak connect as a buyer (it's free!)""]","['engineer', 'operator', 'new', 'technology', 'kolkata', ""yes, i want to join propak connect as a buyer (it's free!)""]"
"['agencies', 'deal', 'instrumentation']",['navi mumbai'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'navi mumbai', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['dubai'],['dubai'],"['agencies', 'deal', 'instrumentation', 'dubai', 'dubai']"
"['agencies', 'deal', 'instrumentation']",['mumbai'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['ahmednagar'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'ahmednagar', 'maharashtra']"
"['design', 'engineer', 'consultant']",['ahmedabad'],['gujarat'],"['design', 'engineer', 'consultant', 'ahmedabad', 'gujarat']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['dubai'],['dubai'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'dubai', 'dubai']"
"['engineer', 'operator', 'new', 'technology']",['navi mumbai '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'navi mumbai ', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['chinchwad'],['maharashtra'],"['design', 'engineer', 'consultant', 'chinchwad', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['noida'],['uttar pradesh'],"['agencies', 'deal', 'instrumentation', 'noida', 'uttar pradesh']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['ahmedabad'],['gujrat'],"['academician', 'student', 'engineering', 'college', 'ahmedabad', 'gujrat']"
"['academician', 'student', 'engineering', 'college']",['pune'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'mumbai ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['aurangabad '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'aurangabad ', 'maharashtra ']"
"['agencies', 'deal', 'instrumentation']",['nagpur'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'nagpur', 'maharashtra']"
"['investor', 'banker', 'venture', 'capitalist']",['mumbai'],['maharashtra'],"['investor', 'banker', 'venture', 'capitalist', 'mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['delhi'],['delhi'],"['design', 'engineer', 'consultant', 'delhi', 'delhi']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai '],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai ', 'maharashtra']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['navi mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'navi mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['ichalkaranji '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'ichalkaranji ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra ']"
"['agencies', 'deal', 'instrumentation']",['mumbai'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['bori'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'bori', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['mumbai'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['panvel'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'panvel', 'maharashtra']"
"['investor', 'banker', 'venture', 'capitalist']",['bilimora'],['gujarat'],"['investor', 'banker', 'venture', 'capitalist', 'bilimora', 'gujarat']"
"['design', 'engineer', 'consultant']",['navi mumbai'],['maharastra'],"['design', 'engineer', 'consultant', 'navi mumbai', 'maharastra']"
"['agencies', 'deal', 'instrumentation']",['thane'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'thane', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['vadodara '],['gujarat '],"['academician', 'student', 'engineering', 'college', 'vadodara ', 'gujarat ']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['vapi'],['gujarat'],"['design', 'engineer', 'consultant', 'vapi', 'gujarat']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['ahmedabad'],['gujarat'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'ahmedabad', 'gujarat']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['mumbai'],['maharastra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'mumbai', 'maharastra']"
"['engineer', 'operator', 'new', 'technology']",['jammu'],['j&k'],"['engineer', 'operator', 'new', 'technology', 'jammu', 'j&k']"
"['agencies', 'deal', 'instrumentation']",['new delhi'],['delhi'],"['agencies', 'deal', 'instrumentation', 'new delhi', 'delhi']"
"['engineer', 'operator', 'new', 'technology']",['jammu'],['j7k'],"['engineer', 'operator', 'new', 'technology', 'jammu', 'j7k']"
"['design', 'engineer', 'consultant']",['nagpur'],['maharashtra'],"['design', 'engineer', 'consultant', 'nagpur', 'maharashtra']"
"['investor', 'banker', 'venture', 'capitalist']",['mumbai'],['maharashtra'],"['investor', 'banker', 'venture', 'capitalist', 'mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['hyderabad'],['telangana'],"['design', 'engineer', 'consultant', 'hyderabad', 'telangana']"
"['design', 'engineer', 'consultant']",['kolkata'],['west bengal'],"['design', 'engineer', 'consultant', 'kolkata', 'west bengal']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra '],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra '],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['new delhi'],['delhi'],"['academician', 'student', 'engineering', 'college', 'new delhi', 'delhi']"
