Industry,Company Size,Package Type,Sponsorship Amount,Duration (months),Marketing Activities,Event Type,Event Month,Attendee Demographics,ROI Metrics,Feedback
4,0,0,31422,11.0,3,3,11,1,4.7,2
5,0,1,35274,2.0,2,0,6,1,3.9,2
1,2,0,27163,1.0,1,1,9,2,3.0,0
1,1,1,35705,12.0,1,3,7,1,3.8,0
3,2,2,60570,12.0,1,1,9,3,4.3,2
1,1,2,93634,3.0,0,0,6,0,3.5,0
3,2,1,48632,6.0,3,0,12,4,3.5,2
0,1,0,42710,6.0,0,2,1,1,4.8,2
1,2,2,87664,5.0,0,1,1,1,4.1,0
0,2,1,82123,2.0,3,3,11,3,2.8,0
3,2,0,95860,5.0,2,2,12,3,3.7,1
2,2,2,96851,8.0,0,0,8,3,4.1,1
5,0,0,65146,9.0,2,2,12,3,4.5,0
1,2,1,50998,7.0,3,3,1,3,2.0,2
3,0,2,84728,3.0,3,1,6,1,4.2,1
5,1,0,75245,1.0,0,1,4,0,2.1,2
1,1,1,24491,1.0,2,1,7,4,3.3,0
0,1,2,43685,7.0,3,1,7,2,2.9,2
3,0,2,85473,12.0,0,3,12,2,2.7,1
5,0,0,61056,3.0,1,2,11,4,2.4,2
0,0,2,57407,2.0,2,3,9,4,2.2,2
4,1,2,36014,8.0,1,2,10,2,4.9,2
4,1,0,70907,7.0,1,1,9,3,2.3,0
0,1,2,67607,2.0,2,1,3,2,4.5,0
4,2,1,31286,8.0,0,0,7,1,3.2,1
4,0,2,88414,6.0,0,2,7,3,4.1,2
4,2,0,52251,10.0,1,0,11,1,4.8,0
3,1,0,75140,6.0,3,3,6,0,4.8,1
0,1,2,37129,3.0,0,2,5,4,4.4,1
0,0,1,66541,11.0,3,0,6,0,4.3,1
0,2,2,98583,4.0,1,3,2,3,3.2,2
4,0,2,47548,6.0,0,0,12,2,2.2,2
0,2,2,75457,2.0,1,0,9,3,4.1,2
2,1,0,21521,8.0,3,3,4,4,4.1,1
2,0,2,15434,8.0,1,0,6,4,4.6,0
0,2,0,19634,11.0,0,1,4,2,3.4,1
1,1,2,42650,8.0,3,1,8,2,4.3,1
4,2,1,69927,3.0,0,2,1,4,3.3,1
3,0,2,57276,8.0,3,3,12,2,2.1,2
0,2,2,83500,8.0,2,2,4,3,4.2,1
1,1,0,87014,1.0,0,3,2,4,3.6,0
1,2,0,94391,10.0,1,0,6,0,4.2,2
4,1,1,45840,8.0,1,0,7,3,3.6,0
1,1,0,90594,12.0,0,0,8,0,4.1,1
3,1,2,28222,3.0,2,0,3,4,2.2,0
5,1,0,78213,9.0,3,3,4,2,2.9,0
3,1,0,48389,8.0,0,0,9,1,4.4,2
1,0,1,65962,6.0,1,0,3,3,4.3,2
2,1,2,66320,1.0,0,3,9,1,2.7,1
2,0,0,36791,2.0,1,0,8,1,2.6,1
4,0,1,16857,4.0,1,2,6,2,3.5,2
3,0,0,37966,10.0,0,1,6,4,4.6,0
5,1,1,53183,3.0,3,0,7,3,2.3,1
1,0,1,63435,2.0,0,0,11,4,3.1,1
5,1,2,64510,3.0,3,3,7,4,4.5,2
1,0,1,29029,11.0,2,2,7,3,2.3,0
5,2,1,89607,11.0,3,1,1,2,4.8,2
1,2,1,65568,11.0,3,3,4,4,3.3,0
0,0,1,86553,6.0,1,2,11,3,2.8,2
1,1,1,61582,7.0,2,0,3,4,4.4,2
0,0,0,19315,9.0,1,2,2,1,2.9,1
0,2,0,12696,5.0,3,2,10,3,3.1,2
0,1,0,54409,8.0,1,1,1,3,5.0,1
5,1,1,60235,2.0,1,3,1,1,4.8,2
4,2,1,86507,8.0,0,0,8,0,2.6,1
1,1,0,79009,7.0,0,0,10,0,2.9,1
3,0,2,71468,10.0,0,3,7,4,4.9,2
3,2,0,33820,7.0,3,0,9,4,4.7,0
0,2,1,67190,9.0,1,0,7,1,4.3,1
2,0,0,25765,4.0,3,2,10,2,2.1,0
0,2,2,76631,12.0,1,1,11,0,4.9,0
3,1,2,30930,10.0,2,2,7,3,4.2,0
4,1,0,85318,9.0,1,3,10,0,2.6,1
0,0,1,35370,4.0,0,2,6,3,2.4,1
3,0,0,66176,1.0,2,0,3,2,2.5,0
4,0,0,20015,10.0,1,3,2,0,3.6,1
0,0,2,73548,12.0,3,3,12,3,2.2,0
0,0,2,74267,12.0,2,3,6,3,4.6,2
2,2,2,96469,9.0,1,0,2,0,2.7,0
4,0,1,86553,8.0,0,1,12,4,3.6,2
1,1,0,66756,12.0,0,3,9,1,4.7,2
0,2,1,28412,6.0,1,2,7,1,4.9,1
4,1,0,71836,5.0,3,2,9,4,4.1,2
4,1,1,97105,3.0,2,0,1,3,2.3,1
2,0,0,74653,4.0,0,1,12,1,2.9,2
1,0,0,50988,11.0,1,2,2,0,4.4,0
1,1,0,37118,7.0,2,2,7,0,2.6,2
3,1,2,43736,7.0,2,3,2,2,4.8,0
4,2,2,15318,10.0,2,2,2,1,2.9,2
5,2,0,84791,3.0,2,1,3,3,4.7,2
0,1,1,48574,7.0,0,2,2,1,4.9,2
4,2,2,84231,5.0,3,0,3,2,3.9,0
5,2,1,80471,10.0,3,2,6,1,3.0,2
3,1,0,52164,7.0,3,1,10,3,5.0,1
3,2,2,93256,6.0,1,0,4,4,2.4,2
4,2,0,33108,3.0,3,0,1,1,2.4,1
2,2,0,93826,3.0,3,0,11,1,2.2,2
5,1,2,50066,11.0,1,0,12,0,3.2,0
5,0,0,33663,12.0,1,2,2,3,2.7,2
1,0,0,53329,2.0,2,1,6,4,3.3,0
0,1,2,65901,1.0,2,1,8,4,4.2,1
0,0,1,24887,10.0,0,0,9,2,3.2,1
4,0,2,53510,8.0,1,1,12,4,3.8,2
3,2,2,65337,4.0,2,2,4,2,4.0,1
2,2,2,45043,7.0,0,3,12,2,3.0,0
1,1,2,90005,5.0,3,2,10,3,4.9,2
1,0,2,56888,8.0,0,0,1,4,2.8,2
2,2,1,62392,12.0,1,0,11,0,4.4,1
1,0,1,22768,2.0,2,1,1,0,2.5,1
4,2,0,13092,6.0,0,3,8,4,3.7,0
2,0,2,94186,6.0,1,0,11,3,3.2,0
3,2,2,11298,12.0,3,2,4,0,4.6,0
0,0,1,19613,5.0,2,1,1,0,3.9,0
4,0,0,46324,10.0,2,3,6,1,3.3,2
4,1,2,38624,11.0,0,3,9,0,3.1,1
3,2,0,78561,6.0,1,2,7,0,2.7,0
2,1,2,86555,4.0,1,3,4,2,3.9,0
2,2,1,66064,4.0,1,0,1,2,5.0,2
2,1,0,39350,8.0,3,0,6,1,3.8,0
5,2,2,65225,2.0,1,3,7,1,3.8,2
2,0,0,21601,7.0,0,1,10,4,3.4,0
2,2,0,73659,9.0,3,0,10,2,2.6,1
1,2,2,53519,9.0,1,3,12,4,4.3,1
3,0,2,56007,12.0,1,2,12,4,2.8,0
1,0,2,13965,8.0,2,0,8,3,2.0,0
3,0,2,93652,10.0,1,2,11,1,4.6,1
0,1,0,59798,1.0,3,1,8,0,4.6,1
2,1,0,49875,12.0,3,3,3,3,2.4,0
5,1,2,74401,8.0,0,1,2,0,2.8,2
0,2,0,11792,10.0,1,3,12,0,2.6,0
3,1,0,96151,12.0,3,3,2,4,2.0,1
5,2,1,73641,3.0,3,2,10,1,2.1,2
4,1,2,90301,2.0,2,3,11,3,4.5,0
3,2,2,59541,11.0,2,0,9,0,3.8,1
0,0,1,33025,6.0,2,3,12,2,2.2,0
5,1,1,47605,6.0,1,1,8,1,3.1,1
3,1,1,94206,2.0,3,3,9,0,4.4,0
4,1,2,48341,4.0,2,2,2,0,4.2,1
4,1,0,51302,6.0,2,3,1,3,2.2,0
5,2,0,85842,1.0,0,3,12,0,3.1,0
3,2,2,91082,4.0,2,0,2,1,2.1,0
1,1,0,79428,2.0,0,3,1,2,3.4,1
2,0,2,38472,10.0,3,0,4,1,3.1,2
2,1,1,28474,4.0,1,2,10,2,3.1,0
5,0,1,95389,4.0,3,0,12,1,2.4,0
4,2,0,21625,4.0,2,0,2,1,4.0,2
0,2,2,63077,7.0,3,2,1,3,4.2,0
5,0,2,27767,9.0,3,3,4,2,2.3,2
0,2,0,53268,2.0,0,3,1,0,3.3,1
5,2,1,38024,9.0,0,2,7,0,3.9,2
5,2,0,65777,9.0,0,1,7,0,2.8,0
3,1,1,92561,11.0,1,1,3,1,2.9,2
5,1,1,80125,3.0,0,2,4,3,2.0,1
5,1,1,85102,6.0,1,2,10,1,4.3,0
5,1,0,79197,3.0,0,2,6,1,3.2,2
5,0,0,26999,7.0,3,3,7,4,2.3,0
2,1,2,55403,12.0,3,2,2,3,2.9,1
3,0,1,85242,9.0,0,2,2,2,4.5,1
0,2,1,12511,9.0,3,0,4,4,3.1,2
2,2,0,26886,7.0,3,2,2,3,2.0,0
1,0,2,44191,7.0,1,2,1,4,3.3,1
5,2,2,76318,5.0,3,1,11,2,2.9,2
2,1,2,87328,8.0,3,2,9,1,3.1,0
5,0,2,53330,9.0,2,1,9,0,2.5,2
0,1,2,62649,1.0,1,3,1,1,4.1,2
5,0,1,89681,6.0,3,2,11,1,2.5,0
0,0,1,27404,2.0,1,0,1,0,2.1,0
2,2,2,84335,5.0,1,1,3,4,2.2,2
5,0,0,90411,6.0,0,0,6,0,4.9,1
5,2,1,82284,10.0,1,2,12,0,4.9,2
4,0,0,65278,10.0,3,1,11,0,4.7,1
5,0,2,72795,12.0,2,3,10,2,2.9,0
2,1,2,21386,11.0,0,1,11,3,2.6,2
1,2,2,65542,10.0,3,3,1,4,2.1,1
3,2,2,31975,5.0,0,2,8,1,4.9,0
1,2,1,90179,8.0,2,2,7,4,4.5,1
2,1,0,71726,5.0,0,2,11,3,3.3,0
0,1,2,57221,5.0,2,2,3,2,4.4,0
4,1,1,21200,4.0,1,1,3,1,2.1,1
1,2,1,30241,9.0,1,1,4,2,3.0,1
5,2,1,52139,11.0,1,3,6,0,3.7,1
0,2,0,12966,4.0,1,0,7,3,4.7,0
5,1,1,37578,4.0,2,2,6,4,3.8,1
0,2,0,33222,5.0,0,2,9,4,2.6,0
3,1,0,17768,5.0,1,1,1,0,2.7,0
0,0,1,52480,4.0,2,1,8,4,2.3,1
1,1,2,55937,8.0,0,0,2,3,3.9,1
5,0,2,98417,1.0,1,0,3,3,4.6,0
3,0,1,66578,10.0,3,2,1,0,3.3,1
4,2,2,81732,6.0,3,2,6,0,4.9,1
1,2,2,76801,8.0,1,3,4,4,4.5,0
5,2,2,39625,6.0,3,1,12,2,4.0,0
2,2,0,81097,4.0,3,0,10,3,4.8,0
5,1,0,11202,12.0,0,0,11,3,2.5,2
5,2,2,75222,1.0,0,2,11,3,3.2,1
2,2,1,69036,2.0,3,3,1,0,3.8,2
3,1,0,27262,7.0,3,3,11,2,2.0,0
2,1,0,60769,1.0,0,0,4,4,2.6,0
1,0,2,52732,5.0,3,3,10,3,2.0,0
5,1,1,58782,1.0,3,3,8,0,4.2,1
5,0,0,36454,9.0,0,2,3,2,2.3,0
4,1,0,69016,8.0,3,2,3,3,4.4,1
2,2,0,56948,10.0,1,3,3,0,3.8,1
5,0,1,50929,3.0,2,1,7,4,2.2,1
5,0,1,84210,9.0,3,1,1,3,2.1,2
3,0,0,44474,7.0,3,0,7,1,3.8,1
2,1,2,81080,9.0,2,0,3,3,4.9,0
0,0,2,38638,6.0,3,3,6,1,2.1,0
5,1,2,92687,3.0,2,0,4,0,4.9,2
0,2,1,27074,4.0,2,2,11,2,3.5,2
3,0,0,31390,10.0,3,0,3,4,3.8,1
4,1,1,19430,9.0,2,2,12,1,4.2,2
3,0,1,41876,12.0,0,3,9,4,4.6,1
2,0,1,64129,6.0,1,2,7,2,4.3,2
1,0,2,80132,4.0,2,0,8,1,3.0,2
5,0,0,14803,2.0,0,0,3,4,4.6,1
4,0,2,66015,7.0,1,1,9,2,4.1,1
5,0,1,63804,2.0,3,2,3,4,2.2,1
3,0,0,37926,4.0,3,1,7,0,4.9,2
4,1,2,67872,3.0,1,1,8,1,2.4,1
5,0,0,23461,6.0,0,2,7,1,3.8,0
0,2,0,90470,12.0,2,3,3,1,2.2,1
1,0,1,80317,8.0,0,0,4,1,2.3,2
3,1,1,84378,9.0,2,0,8,2,2.4,0
3,2,0,57704,6.0,1,0,9,1,2.5,0
2,0,0,62195,1.0,1,0,3,4,2.8,0
0,0,2,58091,3.0,0,1,6,4,3.3,0
0,1,0,16865,3.0,2,1,6,3,2.7,0
1,1,2,80734,1.0,0,2,4,1,3.8,2
3,2,2,23344,11.0,2,2,3,1,2.7,0
1,0,2,39956,11.0,3,2,2,0,3.1,1
3,1,2,81852,8.0,0,0,9,3,3.5,1
3,0,0,26378,8.0,2,0,4,3,4.8,2
2,2,1,28433,2.0,2,3,11,1,2.1,0
0,2,0,99723,8.0,3,3,8,1,3.1,2
5,0,2,45194,2.0,0,0,8,2,4.5,0
2,1,0,18879,11.0,3,3,9,2,2.5,2
4,0,2,47597,5.0,3,1,6,0,4.2,0
4,1,0,12426,7.0,1,0,2,2,2.3,1
0,2,1,24335,4.0,1,3,4,1,2.7,2
1,0,0,87719,8.0,3,1,4,1,3.3,0
5,0,2,57570,3.0,3,2,9,3,3.3,1
2,0,1,63640,4.0,0,3,3,4,3.2,1
2,2,2,98785,4.0,3,1,4,3,3.7,1
1,0,0,32015,5.0,0,3,12,1,2.8,0
2,1,1,79872,11.0,2,1,1,4,4.0,1
3,1,1,73998,4.0,2,0,1,1,4.0,0
3,2,2,91047,1.0,2,1,10,2,2.4,1
2,1,1,11024,6.0,3,2,11,4,3.5,2
0,2,0,89526,12.0,0,3,8,3,4.3,0
4,0,0,61885,11.0,1,0,9,1,2.9,1
4,2,1,19253,1.0,1,1,10,0,4.6,1
5,1,1,23966,7.0,0,2,9,3,2.9,1
4,0,2,32559,3.0,1,0,4,3,2.1,1
3,1,1,10884,9.0,1,2,8,2,4.1,1
0,0,2,92181,6.0,0,1,10,1,2.3,0
2,1,2,71011,5.0,2,3,7,3,3.3,0
1,1,0,81507,12.0,3,1,9,2,2.3,2
2,0,0,11375,8.0,1,1,1,3,4.6,2
1,2,2,14188,9.0,3,3,2,1,4.6,1
5,1,2,28184,2.0,1,1,3,4,4.2,1
3,2,0,41966,11.0,1,3,7,1,3.1,0
0,2,1,15187,6.0,0,2,10,4,3.5,2
3,0,2,40865,2.0,1,0,7,1,4.2,1
3,2,1,24113,10.0,1,2,11,0,2.6,1
4,1,1,17331,1.0,0,0,3,1,2.3,0
2,2,1,28353,8.0,1,3,4,4,2.9,1
3,2,1,12968,10.0,2,3,3,3,2.7,1
4,0,0,66993,8.0,1,3,4,1,3.0,1
0,1,1,89909,4.0,3,3,8,3,4.9,1
3,1,2,45649,1.0,1,1,2,1,3.5,0
0,0,1,24042,2.0,3,2,9,1,2.1,1
2,1,1,98643,10.0,2,2,9,0,3.0,2
2,1,1,49219,10.0,3,2,7,0,2.9,2
3,2,0,35957,8.0,1,3,1,3,4.8,0
1,1,1,28953,9.0,3,3,6,2,3.9,0
2,0,0,34164,9.0,1,2,6,1,3.3,2
0,2,1,24623,5.0,3,1,8,1,4.5,1
3,2,1,25271,5.0,0,3,11,4,4.5,1
2,1,1,37789,7.0,1,0,10,3,2.2,1
0,1,2,60771,6.0,3,1,3,3,4.8,1
0,0,1,59430,6.0,2,0,2,4,4.7,2
1,1,0,77892,6.0,0,1,3,0,4.7,0
4,0,2,57356,6.0,1,3,10,0,3.3,1
5,2,0,41752,9.0,0,0,12,0,3.7,1
4,0,0,75434,7.0,0,0,10,3,2.7,1
3,2,1,95990,10.0,2,0,8,2,2.4,0
5,0,1,63360,1.0,0,3,7,2,2.3,2
5,0,2,13997,5.0,3,3,8,4,4.9,1
1,1,0,54634,4.0,0,2,2,4,4.2,2
0,1,2,96005,6.0,2,1,6,2,2.5,1
4,2,1,19910,4.0,3,0,9,3,2.6,1
4,0,2,69277,9.0,0,3,4,0,5.0,0
4,1,1,70914,11.0,1,3,8,2,4.0,1
1,0,1,58062,11.0,2,3,11,2,2.8,1
1,0,2,45003,6.0,0,0,4,0,2.4,1
5,1,1,47020,9.0,0,3,11,1,3.1,1
5,1,1,11733,3.0,3,3,11,0,3.3,1
0,1,0,69429,2.0,2,0,7,0,2.5,0
2,0,0,44543,11.0,1,2,12,3,3.2,0
4,2,2,94668,12.0,3,0,1,1,4.8,2
2,0,0,70472,12.0,3,3,4,4,4.4,1
1,0,2,34677,1.0,3,1,6,3,2.2,2
1,0,1,65056,6.0,3,3,12,0,4.0,1
5,0,1,28695,2.0,2,2,6,0,2.7,1
4,1,1,43439,10.0,3,1,12,4,4.0,0
2,0,2,59063,2.0,2,1,7,3,3.5,1
2,0,1,63568,12.0,2,1,9,1,4.9,1
3,1,1,42040,8.0,3,1,12,3,3.9,2
1,0,2,66311,8.0,0,3,6,0,2.3,0
1,0,1,42620,4.0,1,1,2,0,2.7,2
0,0,0,43160,11.0,1,2,4,2,4.5,2
1,1,0,88661,8.0,3,2,12,3,5.0,2
3,0,2,74437,11.0,1,2,2,1,2.8,0
0,1,1,33451,6.0,1,3,1,0,3.5,0
2,2,2,18047,4.0,1,3,9,2,2.4,1
2,0,1,59988,1.0,2,0,9,4,2.7,2
5,1,1,83512,5.0,1,2,11,4,2.7,0
0,2,1,89403,6.0,3,1,4,1,3.4,0
2,1,2,40817,2.0,3,1,12,0,2.5,0
4,0,0,18405,2.0,0,2,1,1,3.8,0
4,2,0,39142,4.0,2,1,9,3,2.8,1
0,1,0,10195,8.0,0,3,2,4,4.3,1
2,2,1,86964,12.0,2,2,11,4,2.4,0
1,2,1,48751,8.0,1,0,12,2,4.4,0
2,0,0,34213,5.0,3,0,8,1,3.1,0
4,0,1,28565,3.0,2,2,11,2,4.6,1
5,0,1,51721,4.0,1,1,10,0,4.6,1
4,2,1,13414,6.0,2,2,9,0,2.4,2
0,0,2,16510,6.0,3,2,7,3,4.8,1
0,1,2,46873,9.0,1,2,12,3,4.2,1
4,1,2,99935,4.0,3,0,8,2,3.5,2
0,0,0,80053,4.0,1,1,3,4,3.2,2
0,0,0,32617,9.0,0,1,10,4,2.5,1
1,1,2,85478,2.0,0,3,2,1,2.7,2
1,1,1,87325,2.0,1,3,8,1,3.4,0
2,0,2,73156,2.0,0,3,9,2,5.0,2
2,0,1,25486,12.0,3,2,3,2,4.5,2
2,1,2,13987,10.0,0,2,6,2,3.6,0
1,2,0,99205,11.0,0,1,7,4,4.9,0
2,2,1,96706,11.0,3,1,11,2,3.4,0
5,2,0,40010,8.0,1,2,2,2,4.1,2
0,1,0,72813,5.0,3,3,6,2,4.6,2
2,2,0,34038,7.0,3,0,9,2,3.5,1
5,2,1,39694,6.0,2,2,9,4,2.6,0
4,1,2,38774,3.0,1,2,1,4,2.9,1
1,0,0,62300,6.0,3,0,6,4,4.0,2
1,1,0,53985,8.0,0,3,9,0,3.2,2
3,2,1,61480,5.0,1,1,10,0,3.7,0
1,2,0,70546,3.0,0,2,2,1,5.0,1
0,0,1,35308,4.0,2,1,11,4,3.1,1
0,1,0,78157,1.0,2,3,11,0,4.5,2
4,2,0,61169,10.0,0,1,11,2,3.9,2
1,1,2,21565,12.0,3,3,8,1,3.4,1
0,1,0,96218,1.0,3,1,9,4,4.2,2
4,1,1,24384,2.0,0,1,7,3,4.0,0
2,1,2,90769,9.0,0,0,7,0,4.3,2
1,1,1,11892,4.0,0,2,8,1,4.5,2
3,1,0,18846,2.0,0,2,6,2,4.3,2
1,2,0,30487,3.0,1,2,8,0,2.9,2
3,0,0,11738,4.0,2,0,2,4,3.4,0
3,0,2,69541,9.0,3,3,12,4,3.7,0
4,0,1,92675,10.0,0,1,1,3,4.7,2
2,1,1,70005,2.0,2,1,8,3,3.4,0
2,1,1,58020,5.0,0,0,8,0,4.0,2
3,0,1,22605,7.0,2,1,12,3,2.5,1
0,1,2,50094,3.0,1,0,3,4,4.1,1
3,2,1,57735,3.0,3,0,3,4,3.7,1
1,0,0,62537,5.0,2,2,7,4,2.5,0
5,2,2,28710,12.0,0,3,8,2,2.5,0
2,2,1,72486,4.0,2,1,10,3,5.0,0
5,2,0,78376,9.0,0,1,6,2,2.9,2
4,0,1,28278,5.0,0,2,1,2,3.0,1
5,1,2,46034,1.0,3,0,9,3,2.4,1
1,2,1,60642,4.0,2,2,12,1,4.4,0
3,2,0,80859,11.0,2,3,9,3,2.6,1
0,0,0,93894,9.0,1,1,12,1,3.9,2
2,0,1,87139,6.0,1,1,12,3,3.6,0
4,0,2,49261,10.0,2,2,10,3,2.7,2
1,2,1,36049,7.0,3,2,9,3,3.5,2
0,1,2,42829,2.0,0,2,6,3,4.3,0
1,1,2,31990,2.0,2,1,4,2,4.2,2
0,1,1,56797,11.0,1,3,1,3,3.3,2
5,1,1,32710,1.0,2,1,12,4,3.7,1
5,2,2,99667,7.0,2,0,11,4,5.0,2
0,1,0,84787,9.0,0,2,2,3,2.6,2
2,0,1,37036,4.0,0,2,7,2,3.7,2
4,0,0,43959,10.0,2,3,9,2,2.6,0
2,1,1,97100,1.0,3,2,4,0,3.2,2
4,0,1,36220,7.0,2,3,7,0,4.3,1
1,1,0,23615,9.0,3,2,4,2,4.4,0
2,2,2,76074,11.0,1,1,3,3,3.9,0
3,2,0,13662,9.0,1,3,10,1,4.0,1
1,0,1,28896,3.0,3,3,9,1,2.1,2
1,1,2,68866,1.0,1,1,12,2,3.6,1
1,1,0,36374,9.0,3,3,3,1,4.3,1
4,1,2,83091,3.0,0,0,4,0,4.2,0
0,0,0,36702,8.0,1,3,8,3,2.7,2
4,0,1,40254,3.0,2,3,2,1,3.3,0
0,0,1,31743,10.0,2,2,6,4,4.3,2
4,1,2,46299,7.0,1,2,7,2,3.2,0
1,2,1,68321,12.0,2,0,4,4,4.4,2
0,0,2,69302,4.0,0,1,10,4,3.9,1
4,2,0,73299,11.0,1,3,10,0,3.5,2
0,2,0,82828,12.0,1,3,7,1,3.3,0
1,2,0,75011,2.0,1,0,6,0,2.4,0
5,0,1,18873,6.0,1,0,9,4,3.2,1
3,2,2,40955,12.0,2,1,12,4,4.0,2
3,1,0,93204,3.0,0,0,10,2,4.2,1
0,0,1,10018,4.0,2,1,3,0,2.0,2
3,0,2,28411,12.0,3,0,9,0,2.6,0
1,2,0,20565,9.0,0,2,12,1,4.7,1
1,0,1,30885,3.0,3,3,6,0,2.4,1
2,1,1,94573,4.0,2,3,12,0,3.6,1
2,1,1,58556,1.0,2,2,12,3,3.2,2
4,2,2,64760,1.0,1,3,7,0,3.4,2
1,1,2,61698,11.0,2,0,7,3,4.4,1
5,0,2,32638,12.0,3,2,1,3,3.7,0
2,2,1,28080,9.0,1,2,7,1,3.5,2
4,2,1,81847,9.0,3,3,9,3,3.2,0
4,1,1,62996,1.0,3,3,3,1,3.5,1
1,0,0,17634,2.0,0,2,3,0,3.9,0
1,1,2,43153,6.0,1,3,11,2,4.2,2
1,0,2,99556,3.0,1,0,4,2,2.5,2
1,2,2,33995,5.0,2,1,9,3,2.8,2
2,2,2,28292,11.0,2,3,6,0,3.2,0
4,1,2,75592,1.0,2,2,2,4,2.5,2
0,0,1,66813,2.0,2,1,3,0,3.4,1
2,0,2,70994,8.0,3,3,4,2,2.2,1
3,2,1,44406,4.0,3,2,1,0,4.7,0
4,2,2,56877,4.0,3,1,1,4,3.1,0
2,2,1,39983,2.0,0,1,1,1,4.5,1
3,0,0,37696,2.0,2,0,9,3,4.5,0
2,2,1,79370,10.0,3,3,4,4,4.4,2
0,2,2,74618,8.0,3,2,10,4,4.4,0
1,0,2,34379,6.0,1,3,7,3,3.2,1
4,0,2,22723,1.0,3,1,2,3,4.0,2
0,2,1,42168,12.0,1,2,4,0,3.5,0
4,2,2,39962,7.0,0,2,2,2,4.8,2
4,0,1,56316,4.0,1,1,7,4,2.4,2
4,2,2,69434,9.0,1,0,7,1,4.5,0
4,0,1,19722,4.0,1,0,4,4,4.3,2
4,0,1,71467,11.0,0,1,1,4,4.2,1
0,0,0,71389,11.0,1,0,1,1,4.0,0
5,2,1,42672,9.0,2,0,5,0,2.6,2
0,0,1,64632,6.0,2,1,12,0,2.7,1
4,0,0,88013,6.0,2,0,5,0,3.0,1
0,2,0,69941,2.0,3,2,3,0,3.8,0
5,0,2,13191,3.0,3,1,6,4,3.9,1
3,0,2,64232,10.0,1,1,12,1,3.5,1
3,1,1,26981,9.0,1,3,9,0,4.1,1
3,1,2,94338,10.0,3,2,11,1,4.7,0
0,1,2,45005,4.0,2,2,5,3,4.6,1
5,1,0,48345,1.0,3,3,1,0,4.2,2
3,2,0,98305,5.0,1,2,5,0,3.2,2
3,0,1,17049,8.0,2,3,4,2,2.4,2
4,1,2,31941,4.0,0,1,1,0,3.9,0
1,1,1,98896,1.0,1,1,12,4,3.2,0
3,2,0,90742,12.0,1,1,7,2,4.5,1
2,1,1,36436,6.0,0,1,4,1,3.7,0
2,1,0,77853,2.0,1,2,3,3,4.8,1
4,1,0,28109,6.0,3,1,10,0,3.5,2
1,0,0,53783,4.0,0,0,2,4,2.0,2
0,1,0,22816,4.0,0,1,12,0,2.1,0
0,0,2,79381,10.0,0,1,6,4,4.2,0
1,2,2,18488,2.0,3,0,3,0,4.2,0
4,1,1,71839,6.0,1,0,10,1,5.0,1
2,1,1,50590,9.0,0,3,11,4,3.3,1
1,1,0,73158,12.0,0,1,4,0,3.0,2
4,1,0,47818,5.0,1,2,12,0,4.9,0
1,2,0,42263,12.0,3,0,9,0,4.8,0
4,2,1,74612,11.0,3,2,11,0,4.0,0
4,0,2,28230,9.0,1,0,7,2,3.3,2
0,0,0,94979,1.0,0,0,1,1,3.3,2
2,2,2,72906,9.0,3,3,6,3,4.0,0
4,0,1,25782,3.0,0,0,5,3,2.8,2
3,2,1,49853,1.0,1,1,7,3,4.2,0
0,0,1,11376,11.0,3,0,8,3,4.1,0
4,2,2,25124,9.0,3,0,10,3,3.3,1
4,0,0,48836,10.0,1,3,10,3,3.9,1
0,1,2,89140,1.0,2,1,4,3,2.2,1
5,0,1,21179,1.0,2,2,8,0,2.1,2
1,0,2,17785,2.0,3,0,9,0,3.5,2
0,2,0,41255,11.0,0,3,4,4,4.2,0
1,1,1,60425,6.0,3,2,3,2,3.5,0
2,1,1,19371,3.0,0,3,4,4,5.0,2
0,0,1,92271,6.0,3,2,8,1,3.4,2
5,1,1,79401,10.0,0,1,12,4,3.8,1
4,1,2,81499,6.0,0,3,12,2,2.8,2
4,0,0,25062,8.0,2,0,6,1,2.5,0
3,0,0,80788,11.0,0,2,10,1,3.5,1
4,1,1,49341,1.0,1,0,10,4,3.4,1
5,0,1,49208,4.0,2,3,4,3,2.3,2
3,2,1,49001,11.0,1,2,2,1,2.2,0
1,1,1,53728,7.0,2,2,10,2,4.3,0
3,0,0,12646,7.0,0,1,12,2,2.7,2
2,1,2,16108,12.0,3,2,6,3,4.8,0
1,1,0,21003,7.0,0,1,7,3,5.0,2
4,1,1,98318,7.0,2,0,1,1,3.9,1
3,1,1,25975,11.0,1,1,3,4,4.2,1
5,0,1,78075,8.0,1,1,10,2,2.6,0
5,0,0,77886,12.0,0,1,12,2,4.4,1
5,1,0,26680,7.0,2,2,9,3,2.0,0
1,1,1,74457,6.0,2,2,12,1,3.8,1
1,0,1,95403,9.0,2,2,12,2,2.9,2
3,2,0,19374,7.0,3,0,12,4,3.0,1
3,1,1,48357,1.0,3,2,6,0,3.5,2
0,2,2,85718,11.0,2,0,7,2,4.8,0
2,0,0,80371,7.0,3,0,10,3,4.9,0
0,2,0,11472,1.0,3,2,4,2,4.4,0
5,0,1,37669,9.0,3,0,6,4,4.2,0
5,2,0,24752,12.0,2,0,6,0,4.2,1
2,0,0,54214,11.0,3,2,8,4,4.3,1
5,0,1,26218,3.0,1,0,6,0,4.8,0
4,2,1,77544,6.0,1,3,4,4,2.9,2
