Sponsor ID,Sponsor Name,Industry,Company Size,Package Type,Sponsorship Amount,Duration (months),Marketing Activities,Event ID,Event Name,Event Type,Event Date,Event Month,Attendee Demographics,ROI Metrics,Feedback
922,Sponsor 922,Retail,Medium,Associate Sponsor,93204,3,Booth space,1022,Event 1022,Conference,2024-10-29,10,Healthcare providers,4.2,Neutral
923,Sponsor 923,Automotive,Large,Co-Sponsor,10018,4,Promotional materials,1023,Event 1023,Exhibition,2025-03-03,3,Finance professionals,2.0,Positive
924,Sponsor 924,Retail,Large,Title Sponsor,28411,12,Social media mentions,1024,Event 1024,Conference,2024-09-01,9,Finance professionals,2.6,Negative
925,Sponsor 925,Finance,Small,Associate Sponsor,20565,9,Booth space,1025,Event 1025,Seminar,2024-12-18,12,General public,4.7,Neutral
926,Sponsor 926,Finance,Large,Co-Sponsor,30885,3,Social media mentions,1026,Event 1026,Workshop,2024-06-25,6,Finance professionals,2.4,Neutral
927,Sponsor 927,Healthcare,Medium,Co-Sponsor,94573,4,Promotional materials,1027,Event 1027,Workshop,2024-12-05,12,Finance professionals,3.6,Neutral
928,Sponsor 928,Healthcare,Medium,Co-Sponsor,58556,1,Promotional materials,1028,Event 1028,Seminar,2024-12-01,12,IT professionals,3.2,Positive
929,Sponsor 929,Technology,Small,Title Sponsor,64760,1,Logo placement,1029,Event 1029,Workshop,2024-07-07,7,Finance professionals,3.4,Positive
930,Sponsor 930,Finance,Medium,Title Sponsor,61698,11,Promotional materials,1030,Event 1030,Conference,2024-07-07,7,IT professionals,4.4,Neutral
931,Sponsor 931,Wellness,Large,Title Sponsor,32638,12,Social media mentions,1031,Event 1031,Seminar,2025-01-07,1,IT professionals,3.7,Negative
932,Sponsor 932,Healthcare,Small,Co-Sponsor,28080,9,Logo placement,1032,Event 1032,Seminar,2024-07-04,7,General public,3.5,Positive
933,Sponsor 933,Technology,Small,Co-Sponsor,81847,9,Social media mentions,1033,Event 1033,Workshop,2024-09-08,9,IT professionals,3.2,Negative
934,Sponsor 934,Technology,Medium,Co-Sponsor,62996,1,Social media mentions,1034,Event 1034,Workshop,2025-03-04,3,General public,3.5,Neutral
935,Sponsor 935,Finance,Large,Associate Sponsor,17634,2,Booth space,1035,Event 1035,Seminar,2025-03-16,3,Finance professionals,3.9,Negative
936,Sponsor 936,Finance,Medium,Title Sponsor,43153,6,Logo placement,1036,Event 1036,Workshop,2024-11-09,11,Healthcare providers,4.2,Positive
937,Sponsor 937,Finance,Large,Title Sponsor,99556,3,Logo placement,1037,Event 1037,Conference,2025-04-20,4,Healthcare providers,2.5,Positive
938,Sponsor 938,Finance,Small,Title Sponsor,33995,5,Promotional materials,1038,Event 1038,Exhibition,2024-09-27,9,IT professionals,2.8,Positive
939,Sponsor 939,Healthcare,Small,Title Sponsor,28292,11,Promotional materials,1039,Event 1039,Workshop,2024-06-16,6,Finance professionals,3.2,Negative
940,Sponsor 940,Technology,Medium,Title Sponsor,75592,1,Promotional materials,1040,Event 1040,Seminar,2025-02-09,2,Tech enthusiasts,2.5,Positive
941,Sponsor 941,Automotive,Large,Co-Sponsor,66813,2,Promotional materials,1041,Event 1041,Exhibition,2025-03-01,3,Finance professionals,3.4,Neutral
942,Sponsor 942,Healthcare,Large,Title Sponsor,70994,8,Social media mentions,1042,Event 1042,Workshop,2025-04-22,4,Healthcare providers,2.2,Neutral
943,Sponsor 943,Retail,Small,Co-Sponsor,44406,4,Social media mentions,1043,Event 1043,Seminar,2025-01-10,1,Finance professionals,4.7,Negative
944,Sponsor 944,Technology,Small,Title Sponsor,56877,4,Social media mentions,1044,Event 1044,Exhibition,2025-01-06,1,Tech enthusiasts,3.1,Negative
945,Sponsor 945,Healthcare,Small,Co-Sponsor,39983,2,Booth space,1045,Event 1045,Exhibition,2025-01-07,1,General public,4.5,Neutral
946,Sponsor 946,Retail,Large,Associate Sponsor,37696,2,Promotional materials,1046,Event 1046,Conference,2024-09-29,9,IT professionals,4.5,Negative
947,Sponsor 947,Healthcare,Small,Co-Sponsor,79370,10,Social media mentions,1047,Event 1047,Workshop,2025-04-16,4,Tech enthusiasts,4.4,Positive
948,Sponsor 948,Automotive,Small,Title Sponsor,74618,8,Social media mentions,1048,Event 1048,Seminar,2024-10-26,10,Tech enthusiasts,4.4,Negative
949,Sponsor 949,Finance,Large,Title Sponsor,34379,6,Logo placement,1049,Event 1049,Workshop,2024-07-07,7,IT professionals,3.2,Neutral
950,Sponsor 950,Technology,Large,Title Sponsor,22723,1,Social media mentions,1050,Event 1050,Exhibition,2025-02-04,2,IT professionals,4.0,Positive
951,Sponsor 951,Automotive,Small,Co-Sponsor,42168,12,Logo placement,1051,Event 1051,Seminar,2025-04-13,4,Finance professionals,3.5,Negative
952,Sponsor 952,Technology,Small,Title Sponsor,39962,7,Booth space,1052,Event 1052,Seminar,2025-02-06,2,Healthcare providers,4.8,Positive
953,Sponsor 953,Technology,Large,Co-Sponsor,56316,4,Logo placement,1053,Event 1053,Exhibition,2024-07-23,7,Tech enthusiasts,2.4,Positive
954,Sponsor 954,Technology,Small,Title Sponsor,69434,9,Logo placement,1054,Event 1054,Conference,2024-07-16,7,General public,4.5,Negative
955,Sponsor 955,Technology,Large,Co-Sponsor,19722,4,Logo placement,1055,Event 1055,Conference,2025-04-19,4,Tech enthusiasts,4.3,Positive
956,Sponsor 956,Technology,Large,Co-Sponsor,71467,11,Booth space,1056,Event 1056,Exhibition,2025-01-06,1,Tech enthusiasts,4.2,Neutral
957,Sponsor 957,Automotive,Large,Associate Sponsor,71389,11,Logo placement,1057,Event 1057,Conference,2025-01-23,1,General public,4.0,Negative
958,Sponsor 958,Wellness,Small,Co-Sponsor,42672,9,Promotional materials,1058,Event 1058,Conference,2024-05-31,5,Finance professionals,2.6,Positive
959,Sponsor 959,Automotive,Large,Co-Sponsor,64632,6,Promotional materials,1059,Event 1059,Exhibition,2024-12-18,12,Finance professionals,2.7,Neutral
960,Sponsor 960,Technology,Large,Associate Sponsor,88013,6,Promotional materials,1060,Event 1060,Conference,2024-05-31,5,Finance professionals,3.0,Neutral
961,Sponsor 961,Automotive,Small,Associate Sponsor,69941,2,Social media mentions,1061,Event 1061,Seminar,2025-03-27,3,Finance professionals,3.8,Negative
962,Sponsor 962,Wellness,Large,Title Sponsor,13191,3,Social media mentions,1062,Event 1062,Exhibition,2024-06-03,6,Tech enthusiasts,3.9,Neutral
963,Sponsor 963,Retail,Large,Title Sponsor,64232,10,Logo placement,1063,Event 1063,Exhibition,2024-12-08,12,General public,3.5,Neutral
964,Sponsor 964,Retail,Medium,Co-Sponsor,26981,9,Logo placement,1064,Event 1064,Workshop,2024-09-21,9,Finance professionals,4.1,Neutral
965,Sponsor 965,Retail,Medium,Title Sponsor,94338,10,Social media mentions,1065,Event 1065,Seminar,2024-11-13,11,General public,4.7,Negative
966,Sponsor 966,Automotive,Medium,Title Sponsor,45005,4,Promotional materials,1066,Event 1066,Seminar,2024-05-28,5,IT professionals,4.6,Neutral
967,Sponsor 967,Wellness,Medium,Associate Sponsor,48345,1,Social media mentions,1067,Event 1067,Workshop,2025-01-08,1,Finance professionals,4.2,Positive
968,Sponsor 968,Retail,Small,Associate Sponsor,98305,5,Logo placement,1068,Event 1068,Seminar,2024-05-27,5,Finance professionals,3.2,Positive
969,Sponsor 969,Retail,Large,Co-Sponsor,17049,8,Promotional materials,1069,Event 1069,Workshop,2025-04-02,4,Healthcare providers,2.4,Positive
970,Sponsor 970,Technology,Medium,Title Sponsor,31941,4,Booth space,1070,Event 1070,Exhibition,2025-01-22,1,Finance professionals,3.9,Negative
971,Sponsor 971,Finance,Medium,Co-Sponsor,98896,1,Logo placement,1071,Event 1071,Exhibition,2024-12-21,12,Tech enthusiasts,3.2,Negative
972,Sponsor 972,Retail,Small,Associate Sponsor,90742,12,Logo placement,1072,Event 1072,Exhibition,2024-07-23,7,Healthcare providers,4.5,Neutral
973,Sponsor 973,Healthcare,Medium,Co-Sponsor,36436,6,Booth space,1073,Event 1073,Exhibition,2025-04-18,4,General public,3.7,Negative
974,Sponsor 974,Healthcare,Medium,Associate Sponsor,77853,2,Logo placement,1074,Event 1074,Seminar,2025-03-21,3,IT professionals,4.8,Neutral
975,Sponsor 975,Technology,Medium,Associate Sponsor,28109,6,Social media mentions,1075,Event 1075,Exhibition,2024-10-21,10,Finance professionals,3.5,Positive
976,Sponsor 976,Finance,Large,Associate Sponsor,53783,4,Booth space,1076,Event 1076,Conference,2025-02-01,2,Tech enthusiasts,2.0,Positive
977,Sponsor 977,Automotive,Medium,Associate Sponsor,22816,4,Booth space,1077,Event 1077,Exhibition,2024-12-01,12,Finance professionals,2.1,Negative
978,Sponsor 978,Automotive,Large,Title Sponsor,79381,10,Booth space,1078,Event 1078,Exhibition,2024-06-22,6,Tech enthusiasts,4.2,Negative
979,Sponsor 979,Finance,Small,Title Sponsor,18488,2,Social media mentions,1079,Event 1079,Conference,2025-03-29,3,Finance professionals,4.2,Negative
980,Sponsor 980,Technology,Medium,Co-Sponsor,71839,6,Logo placement,1080,Event 1080,Conference,2024-10-24,10,General public,5.0,Neutral
981,Sponsor 981,Healthcare,Medium,Co-Sponsor,50590,9,Booth space,1081,Event 1081,Workshop,2024-11-25,11,Tech enthusiasts,3.3,Neutral
982,Sponsor 982,Finance,Medium,Associate Sponsor,73158,12,Booth space,1082,Event 1082,Exhibition,2025-04-17,4,Finance professionals,3.0,Positive
983,Sponsor 983,Technology,Medium,Associate Sponsor,47818,5,Logo placement,1083,Event 1083,Seminar,2024-12-07,12,Finance professionals,4.9,Negative
984,Sponsor 984,Finance,Small,Associate Sponsor,42263,12,Social media mentions,1084,Event 1084,Conference,2024-09-27,9,Finance professionals,4.8,Negative
985,Sponsor 985,Technology,Small,Co-Sponsor,74612,11,Social media mentions,1085,Event 1085,Seminar,2024-11-21,11,Finance professionals,4.0,Negative
986,Sponsor 986,Technology,Large,Title Sponsor,28230,9,Logo placement,1086,Event 1086,Conference,2024-07-12,7,Healthcare providers,3.3,Positive
987,Sponsor 987,Automotive,Large,Associate Sponsor,94979,1,Booth space,1087,Event 1087,Conference,2025-01-02,1,General public,3.3,Positive
988,Sponsor 988,Healthcare,Small,Title Sponsor,72906,9,Social media mentions,1088,Event 1088,Workshop,2024-06-09,6,IT professionals,4.0,Negative
989,Sponsor 989,Technology,Large,Co-Sponsor,25782,3,Booth space,1089,Event 1089,Conference,2024-05-29,5,IT professionals,2.8,Positive
990,Sponsor 990,Retail,Small,Co-Sponsor,49853,1,Logo placement,1090,Event 1090,Exhibition,2024-07-15,7,IT professionals,4.2,Negative
991,Sponsor 991,Automotive,Large,Co-Sponsor,11376,11,Social media mentions,1091,Event 1091,Conference,2024-08-24,8,IT professionals,4.1,Negative
992,Sponsor 992,Technology,Small,Title Sponsor,25124,9,Social media mentions,1092,Event 1092,Conference,2024-10-19,10,IT professionals,3.3,Neutral
993,Sponsor 993,Technology,Large,Associate Sponsor,48836,10,Logo placement,1093,Event 1093,Workshop,2024-10-05,10,IT professionals,3.9,Neutral
994,Sponsor 994,Automotive,Medium,Title Sponsor,89140,1,Promotional materials,1094,Event 1094,Exhibition,2025-04-20,4,IT professionals,2.2,Neutral
995,Sponsor 995,Wellness,Large,Co-Sponsor,21179,1,Promotional materials,1095,Event 1095,Seminar,2024-08-16,8,Finance professionals,2.1,Positive
996,Sponsor 996,Finance,Large,Title Sponsor,17785,2,Social media mentions,1096,Event 1096,Conference,2024-09-05,9,Finance professionals,3.5,Positive
997,Sponsor 997,Automotive,Small,Associate Sponsor,41255,11,Booth space,1097,Event 1097,Workshop,2025-04-19,4,Tech enthusiasts,4.2,Negative
998,Sponsor 998,Finance,Medium,Co-Sponsor,60425,6,Social media mentions,1098,Event 1098,Seminar,2025-03-30,3,Healthcare providers,3.5,Negative
999,Sponsor 999,Healthcare,Medium,Co-Sponsor,19371,3,Booth space,1099,Event 1099,Workshop,2025-04-25,4,Tech enthusiasts,5.0,Positive
1000,Sponsor 1000,Automotive,Large,Co-Sponsor,92271,6,Social media mentions,1100,Event 1100,Seminar,2024-08-06,8,General public,3.4,Positive
1001,Sponsor 1001,Wellness,Medium,Co-Sponsor,79401,10,Booth space,1101,Event 1101,Exhibition,2024-12-17,12,Tech enthusiasts,3.8,Neutral
1002,Sponsor 1002,Technology,Medium,Title Sponsor,81499,6,Booth space,1102,Event 1102,Workshop,2024-12-06,12,Healthcare providers,2.8,Positive
1003,Sponsor 1003,Technology,Large,Associate Sponsor,25062,8,Promotional materials,1103,Event 1103,Conference,2024-06-16,6,General public,2.5,Negative
1004,Sponsor 1004,Retail,Large,Associate Sponsor,80788,11,Booth space,1104,Event 1104,Seminar,2024-10-22,10,General public,3.5,Neutral
1005,Sponsor 1005,Technology,Medium,Co-Sponsor,49341,1,Logo placement,1105,Event 1105,Conference,2024-10-21,10,Tech enthusiasts,3.4,Neutral
1006,Sponsor 1006,Wellness,Large,Co-Sponsor,49208,4,Promotional materials,1106,Event 1106,Workshop,2025-04-06,4,IT professionals,2.3,Positive
1007,Sponsor 1007,Retail,Small,Co-Sponsor,49001,11,Logo placement,1107,Event 1107,Seminar,2025-02-25,2,General public,2.2,Negative
1008,Sponsor 1008,Finance,Medium,Co-Sponsor,53728,7,Promotional materials,1108,Event 1108,Seminar,2024-10-11,10,Healthcare providers,4.3,Negative
1009,Sponsor 1009,Retail,Large,Associate Sponsor,12646,7,Booth space,1109,Event 1109,Exhibition,2024-12-06,12,Healthcare providers,2.7,Positive
1010,Sponsor 1010,Healthcare,Medium,Title Sponsor,16108,12,Social media mentions,1110,Event 1110,Seminar,2024-06-17,6,IT professionals,4.8,Negative
1011,Sponsor 1011,Finance,Medium,Associate Sponsor,21003,7,Booth space,1111,Event 1111,Exhibition,2024-07-17,7,IT professionals,5.0,Positive
1012,Sponsor 1012,Technology,Medium,Co-Sponsor,98318,7,Promotional materials,1112,Event 1112,Conference,2025-01-13,1,General public,3.9,Neutral
1013,Sponsor 1013,Retail,Medium,Co-Sponsor,25975,11,Logo placement,1113,Event 1113,Exhibition,2025-03-17,3,Tech enthusiasts,4.2,Neutral
1014,Sponsor 1014,Wellness,Large,Co-Sponsor,78075,8,Logo placement,1114,Event 1114,Exhibition,2024-10-05,10,Healthcare providers,2.6,Negative
1015,Sponsor 1015,Wellness,Large,Associate Sponsor,77886,12,Booth space,1115,Event 1115,Exhibition,2024-12-17,12,Healthcare providers,4.4,Neutral
1016,Sponsor 1016,Wellness,Medium,Associate Sponsor,26680,7,Promotional materials,1116,Event 1116,Seminar,2024-09-04,9,IT professionals,2.0,Negative
1017,Sponsor 1017,Finance,Medium,Co-Sponsor,74457,6,Promotional materials,1117,Event 1117,Seminar,2024-12-19,12,General public,3.8,Neutral
1018,Sponsor 1018,Finance,Large,Co-Sponsor,95403,9,Promotional materials,1118,Event 1118,Seminar,2024-12-10,12,Healthcare providers,2.9,Positive
1019,Sponsor 1019,Retail,Small,Associate Sponsor,19374,7,Social media mentions,1119,Event 1119,Conference,2024-12-26,12,Tech enthusiasts,3.0,Neutral
1020,Sponsor 1020,Retail,Medium,Co-Sponsor,48357,1,Social media mentions,1120,Event 1120,Seminar,2024-06-16,6,Finance professionals,3.5,Positive
1021,Sponsor 1021,Automotive,Small,Title Sponsor,85718,11,Promotional materials,1121,Event 1121,Conference,2024-07-12,7,Healthcare providers,4.8,Negative
1022,Sponsor 1022,Healthcare,Large,Associate Sponsor,80371,7,Social media mentions,1122,Event 1122,Conference,2024-10-07,10,IT professionals,4.9,Negative
1023,Sponsor 1023,Automotive,Small,Associate Sponsor,11472,1,Social media mentions,1123,Event 1123,Seminar,2025-04-22,4,Healthcare providers,4.4,Negative
1024,Sponsor 1024,Wellness,Large,Co-Sponsor,37669,9,Social media mentions,1124,Event 1124,Conference,2024-06-25,6,Tech enthusiasts,4.2,Negative
1025,Sponsor 1025,Wellness,Small,Associate Sponsor,24752,12,Promotional materials,1125,Event 1125,Conference,2024-06-18,6,Finance professionals,4.2,Neutral
1026,Sponsor 1026,Healthcare,Large,Associate Sponsor,54214,11,Social media mentions,1126,Event 1126,Seminar,2024-08-05,8,Tech enthusiasts,4.3,Neutral
1027,Sponsor 1027,Wellness,Large,Co-Sponsor,26218,3,Logo placement,1127,Event 1127,Conference,2024-06-25,6,Finance professionals,4.8,Negative
1028,Sponsor 1028,Technology,Small,Co-Sponsor,77544,6,Logo placement,1128,Event 1128,Workshop,2025-04-01,4,Tech enthusiasts,2.9,Positive
1029,Sponsor 1029,Wellness,Large,Co-Sponsor,62815,8,Logo placement,1129,Event 1129,Exhibition,2025-02-24,2,Finance professionals,2.1,Negative
1030,Sponsor 1030,Finance,Small,Associate Sponsor,97748,4,Booth space,1130,Event 1130,Seminar,2024-10-26,10,IT professionals,3.0,Negative
1031,Sponsor 1031,Healthcare,Medium,Associate Sponsor,30341,10,Logo placement,1131,Event 1131,Workshop,2024-08-19,8,Finance professionals,3.5,Neutral
1032,Sponsor 1032,Finance,Large,Title Sponsor,94228,7,Booth space,1132,Event 1132,Exhibition,2025-02-03,2,General public,3.2,Positive
1033,Sponsor 1033,Retail,Medium,Co-Sponsor,96679,11,Booth space,1133,Event 1133,Conference,2024-11-16,11,General public,3.9,Neutral
1034,Sponsor 1034,Finance,Small,Associate Sponsor,13983,8,Promotional materials,1134,Event 1134,Seminar,2024-11-02,11,IT professionals,2.9,Positive
1035,Sponsor 1035,Retail,Small,Co-Sponsor,66985,6,Logo placement,1135,Event 1135,Conference,2025-04-12,4,Tech enthusiasts,3.5,Neutral
1036,Sponsor 1036,Technology,Large,Co-Sponsor,36671,7,Promotional materials,1136,Event 1136,Seminar,2025-01-31,1,General public,3.6,Positive
1037,Sponsor 1037,Finance,Medium,Associate Sponsor,68327,5,Booth space,1137,Event 1137,Workshop,2024-07-26,7,General public,4.7,Neutral
1038,Sponsor 1038,Finance,Medium,Co-Sponsor,38211,11,Booth space,1138,Event 1138,Exhibition,2024-08-27,8,General public,4.1,Positive
1039,Sponsor 1039,Retail,Small,Associate Sponsor,27372,9,Logo placement,1139,Event 1139,Conference,2025-01-25,1,IT professionals,5.0,Neutral
1040,Sponsor 1040,Automotive,Large,Associate Sponsor,81624,6,Booth space,1140,Event 1140,Conference,2024-10-28,10,Tech enthusiasts,3.7,Neutral
1041,Sponsor 1041,Technology,Large,Associate Sponsor,18461,5,Booth space,1141,Event 1141,Workshop,2024-09-16,9,Healthcare providers,4.7,Negative
1042,Sponsor 1042,Automotive,Large,Associate Sponsor,61503,7,Social media mentions,1142,Event 1142,Seminar,2025-03-07,3,Tech enthusiasts,4.2,Neutral
1043,Sponsor 1043,Automotive,Small,Title Sponsor,94412,8,Social media mentions,1143,Event 1143,Conference,2024-06-29,6,General public,2.4,Positive
1044,Sponsor 1044,Technology,Large,Associate Sponsor,86522,10,Booth space,1144,Event 1144,Conference,2024-10-20,10,Tech enthusiasts,4.7,Neutral
1045,Sponsor 1045,Wellness,Large,Title Sponsor,54577,3,Logo placement,1145,Event 1145,Exhibition,2025-02-17,2,Finance professionals,3.5,Neutral
1046,Sponsor 1046,Healthcare,Medium,Co-Sponsor,79417,7,Logo placement,1146,Event 1146,Conference,2025-02-03,2,IT professionals,2.2,Neutral
1047,Sponsor 1047,Retail,Small,Title Sponsor,43401,6,Booth space,1147,Event 1147,Seminar,2024-07-15,7,IT professionals,3.3,Positive
1048,Sponsor 1048,Wellness,Medium,Associate Sponsor,75674,5,Social media mentions,1148,Event 1148,Workshop,2024-09-04,9,IT professionals,5.0,Neutral
1049,Sponsor 1049,Technology,Small,Associate Sponsor,27430,3,Promotional materials,1149,Event 1149,Workshop,2024-09-12,9,Finance professionals,3.8,Positive
1050,Sponsor 1050,Technology,Large,Co-Sponsor,27409,8,Promotional materials,1150,Event 1150,Conference,2025-03-09,3,Healthcare providers,2.6,Positive
1051,Sponsor 1051,Technology,Medium,Title Sponsor,51292,3,Booth space,1151,Event 1151,Conference,2024-10-11,10,Tech enthusiasts,2.5,Positive
1052,Sponsor 1052,Healthcare,Medium,Associate Sponsor,87216,7,Booth space,1152,Event 1152,Exhibition,2024-09-13,9,Healthcare providers,2.4,Neutral
1053,Sponsor 1053,Retail,Large,Associate Sponsor,84393,11,Logo placement,1153,Event 1153,Conference,2025-03-06,3,IT professionals,4.7,Neutral
1054,Sponsor 1054,Healthcare,Medium,Associate Sponsor,55892,9,Social media mentions,1154,Event 1154,Conference,2025-02-19,2,Tech enthusiasts,3.2,Neutral
1055,Sponsor 1055,Healthcare,Small,Title Sponsor,35302,12,Promotional materials,1155,Event 1155,Exhibition,2024-09-11,9,General public,2.9,Neutral
1056,Sponsor 1056,Wellness,Large,Title Sponsor,64142,11,Logo placement,1156,Event 1156,Seminar,2025-01-25,1,Finance professionals,3.8,Neutral
1057,Sponsor 1057,Automotive,Medium,Co-Sponsor,74555,9,Booth space,1157,Event 1157,Conference,2024-11-05,11,Finance professionals,3.5,Neutral
1058,Sponsor 1058,Technology,Medium,Title Sponsor,79107,1,Logo placement,1158,Event 1158,Workshop,2025-01-24,1,Healthcare providers,3.3,Negative
1059,Sponsor 1059,Retail,Medium,Title Sponsor,87607,10,Logo placement,1159,Event 1159,Conference,2024-06-05,6,Tech enthusiasts,2.8,Positive
1060,Sponsor 1060,Automotive,Medium,Title Sponsor,64957,3,Booth space,1160,Event 1160,Workshop,2025-03-14,3,Tech enthusiasts,2.4,Positive
1061,Sponsor 1061,Technology,Large,Associate Sponsor,34961,9,Logo placement,1161,Event 1161,Conference,2025-01-26,1,Healthcare providers,2.9,Positive
1062,Sponsor 1062,Technology,Medium,Title Sponsor,79313,12,Booth space,1162,Event 1162,Workshop,2025-02-24,2,IT professionals,2.3,Negative
1063,Sponsor 1063,Finance,Medium,Title Sponsor,30945,6,Logo placement,1163,Event 1163,Seminar,2025-03-17,3,Finance professionals,2.4,Positive
1064,Sponsor 1064,Automotive,Small,Associate Sponsor,37116,1,Logo placement,1164,Event 1164,Conference,2024-09-06,9,IT professionals,3.3,Neutral
1065,Sponsor 1065,Finance,Medium,Co-Sponsor,19229,1,Promotional materials,1165,Event 1165,Seminar,2024-09-26,9,Healthcare providers,4.1,Positive
1066,Sponsor 1066,Healthcare,Small,Associate Sponsor,32419,7,Promotional materials,1166,Event 1166,Seminar,2024-08-14,8,General public,2.4,Positive
1067,Sponsor 1067,Retail,Large,Title Sponsor,77450,8,Promotional materials,1167,Event 1167,Exhibition,2024-08-10,8,IT professionals,2.9,Positive
1068,Sponsor 1068,Retail,Medium,Associate Sponsor,64449,12,Promotional materials,1168,Event 1168,Seminar,2024-12-03,12,Healthcare providers,3.1,Positive
1069,Sponsor 1069,Retail,Large,Co-Sponsor,69257,9,Promotional materials,1169,Event 1169,Exhibition,2025-04-14,4,Finance professionals,3.9,Negative
1070,Sponsor 1070,Finance,Medium,Title Sponsor,47301,8,Promotional materials,1170,Event 1170,Conference,2025-02-20,2,IT professionals,4.2,Positive
1071,Sponsor 1071,Healthcare,Small,Title Sponsor,17799,6,Booth space,1171,Event 1171,Workshop,2024-08-17,8,IT professionals,3.8,Positive
1072,Sponsor 1072,Technology,Small,Associate Sponsor,73304,8,Booth space,1172,Event 1172,Exhibition,2024-07-14,7,Finance professionals,4.1,Neutral
1073,Sponsor 1073,Wellness,Small,Associate Sponsor,81675,2,Promotional materials,1173,Event 1173,Seminar,2024-08-11,8,IT professionals,4.1,Positive
1074,Sponsor 1074,Retail,Small,Associate Sponsor,66347,5,Promotional materials,1174,Event 1174,Exhibition,2024-11-13,11,Tech enthusiasts,3.1,Positive
1075,Sponsor 1075,Technology,Small,Associate Sponsor,50406,2,Social media mentions,1175,Event 1175,Exhibition,2024-11-23,11,General public,2.7,Positive
1076,Sponsor 1076,Technology,Medium,Co-Sponsor,27482,12,Logo placement,1176,Event 1176,Seminar,2024-06-25,6,IT professionals,2.4,Positive
1077,Sponsor 1077,Retail,Large,Title Sponsor,96745,1,Promotional materials,1177,Event 1177,Exhibition,2025-02-03,2,Finance professionals,4.7,Negative
1078,Sponsor 1078,Healthcare,Small,Associate Sponsor,74851,10,Booth space,1178,Event 1178,Workshop,2024-09-23,9,Tech enthusiasts,4.5,Positive
1079,Sponsor 1079,Technology,Medium,Title Sponsor,15794,12,Booth space,1179,Event 1179,Exhibition,2025-03-17,3,Healthcare providers,4.8,Neutral
1080,Sponsor 1080,Retail,Small,Associate Sponsor,12207,7,Social media mentions,1180,Event 1180,Exhibition,2025-04-18,4,Finance professionals,4.2,Positive
1081,Sponsor 1081,Finance,Small,Associate Sponsor,21972,8,Social media mentions,1181,Event 1181,Exhibition,2024-07-16,7,General public,4.0,Positive
1082,Sponsor 1082,Wellness,Small,Title Sponsor,64576,5,Booth space,1182,Event 1182,Conference,2025-01-05,1,IT professionals,2.7,Negative
1083,Sponsor 1083,Retail,Large,Co-Sponsor,70746,3,Promotional materials,1183,Event 1183,Workshop,2024-07-04,7,Finance professionals,2.4,Positive
1084,Sponsor 1084,Finance,Small,Co-Sponsor,72698,11,Social media mentions,1184,Event 1184,Workshop,2024-09-25,9,Tech enthusiasts,3.0,Neutral
1085,Sponsor 1085,Finance,Large,Co-Sponsor,81504,10,Booth space,1185,Event 1185,Conference,2025-01-13,1,Finance professionals,4.4,Positive
1086,Sponsor 1086,Automotive,Large,Title Sponsor,85137,6,Social media mentions,1186,Event 1186,Exhibition,2025-03-06,3,Healthcare providers,3.8,Negative
1087,Sponsor 1087,Healthcare,Large,Title Sponsor,77699,11,Social media mentions,1187,Event 1187,Workshop,2024-11-15,11,Finance professionals,2.7,Neutral
1088,Sponsor 1088,Technology,Large,Title Sponsor,41190,1,Social media mentions,1188,Event 1188,Workshop,2025-01-10,1,General public,3.8,Positive
1089,Sponsor 1089,Wellness,Medium,Title Sponsor,54680,9,Logo placement,1189,Event 1189,Conference,2024-12-23,12,Tech enthusiasts,2.5,Neutral
1090,Sponsor 1090,Finance,Medium,Associate Sponsor,58056,3,Logo placement,1190,Event 1190,Exhibition,2025-02-16,2,IT professionals,4.4,Neutral
1091,Sponsor 1091,Technology,Small,Associate Sponsor,87112,9,Logo placement,1191,Event 1191,Seminar,2024-05-27,5,General public,2.9,Negative
1092,Sponsor 1092,Retail,Medium,Co-Sponsor,47247,5,Logo placement,1192,Event 1192,Seminar,2024-08-26,8,IT professionals,3.1,Negative
1093,Sponsor 1093,Wellness,Large,Title Sponsor,92743,3,Social media mentions,1193,Event 1193,Conference,2025-03-28,3,Healthcare providers,3.5,Neutral
1094,Sponsor 1094,Healthcare,Medium,Title Sponsor,76860,3,Booth space,1194,Event 1194,Seminar,2024-06-08,6,Healthcare providers,3.4,Neutral
1095,Sponsor 1095,Wellness,Small,Title Sponsor,28776,7,Booth space,1195,Event 1195,Conference,2024-10-06,10,Healthcare providers,3.8,Positive
1096,Sponsor 1096,Automotive,Large,Co-Sponsor,36982,4,Promotional materials,1196,Event 1196,Conference,2024-10-25,10,Healthcare providers,4.3,Positive
1097,Sponsor 1097,Finance,Medium,Title Sponsor,23931,10,Booth space,1197,Event 1197,Seminar,2025-02-05,2,IT professionals,4.2,Negative
1098,Sponsor 1098,Finance,Small,Co-Sponsor,56515,8,Social media mentions,1198,Event 1198,Workshop,2024-11-05,11,Healthcare providers,4.5,Positive
1099,Sponsor 1099,Wellness,Small,Co-Sponsor,48745,3,Social media mentions,1199,Event 1199,Seminar,2025-04-03,4,General public,2.2,Neutral
1100,Sponsor 1100,Retail,Large,Associate Sponsor,47588,11,Booth space,1200,Event 1200,Conference,2024-12-01,12,Finance professionals,2.5,Neutral
1101,Sponsor 1101,Automotive,Small,Associate Sponsor,44396,3,Social media mentions,1201,Event 1201,Workshop,2025-02-12,2,Healthcare providers,2.4,Negative
