Event_Type,Location,Ticket_Price,Weather_Condition,Attendance_Count,Day_of_Week,Month
1,3,33.0,1,232.0,3,4
1,2,71.0,0,300.0,6,3
0,3,31.0,0,479.0,5,4
3,0,36.0,2,372.0,1,4
3,4,34.0,2,203.0,1,11
3,0,36.0,2,295.0,6,7
2,3,24.0,1,159.0,2,4
1,4,90.0,0,155.0,4,7
3,0,40.0,2,191.0,4,7
3,2,19.0,0,265.0,6,2
1,0,20.0,2,458.0,2,10
1,2,21.0,0,480.0,1,11
3,3,49.0,0,101.0,5,7
1,2,62.0,0,175.0,4,4
0,3,14.0,0,79.0,3,2
0,3,87.0,1,418.0,2,2
0,0,42.0,0,452.0,4,10
3,1,11.0,0,483.0,4,1
0,1,26.0,0,151.0,4,10
1,3,85.0,2,74.0,1,12
3,1,53.0,1,318.0,2,1
3,1,79.0,0,424.0,5,4
1,1,58.0,2,242.0,4,7
0,4,35.0,0,335.0,0,5
1,3,31.0,2,292.0,5,4
3,3,34.0,0,312.0,2,8
1,1,97.0,2,110.0,3,4
2,3,83.0,2,369.0,4,4
3,1,39.0,0,95.0,6,4
1,3,90.0,0,388.0,4,2
0,3,58.0,2,400.0,4,4
3,0,83.0,1,496.0,0,12
2,2,24.0,0,387.0,4,10
0,1,22.0,2,410.0,1,11
2,2,92.0,1,259.0,3,7
1,4,26.0,1,297.0,3,6
2,3,35.0,0,439.0,2,1
0,0,34.0,1,371.0,2,11
2,1,87.0,1,58.0,0,10
2,2,63.0,0,437.0,1,1
1,0,52.0,1,381.0,1,11
3,4,60.0,2,295.0,5,2
1,0,98.0,1,101.0,2,1
3,1,62.0,2,282.0,1,1
3,2,93.0,0,398.0,5,11
1,1,15.0,0,219.0,1,7
2,3,25.0,2,142.0,6,1
2,4,57.0,2,207.0,4,3
0,4,54.0,2,89.0,3,10
1,3,90.0,1,310.0,0,7
3,4,74.0,2,51.0,3,6
0,0,82.0,2,129.0,2,10
0,0,24.0,0,304.0,2,7
1,1,99.0,0,384.0,1,10
3,3,23.0,1,349.0,0,5
0,1,78.0,2,356.0,6,11
1,2,22.0,1,459.0,6,2
1,3,64.0,1,111.0,5,12
2,1,31.0,2,76.0,6,7
2,2,74.0,1,351.0,0,11
1,1,43.0,2,156.0,0,2
3,2,45.0,1,172.0,0,4
1,3,63.0,2,232.0,2,3
0,2,33.0,2,350.0,4,12
0,3,26.0,0,266.0,3,9
3,2,37.0,1,160.0,2,6
3,2,96.0,1,373.0,2,1
3,3,30.0,1,74.0,6,1
3,3,61.0,1,445.0,1,10
2,0,78.0,1,93.0,6,6
0,2,47.0,1,247.0,6,11
3,0,92.0,2,255.0,0,1
3,3,77.0,2,253.0,3,6
1,4,45.0,2,415.0,2,2
1,4,78.0,1,187.0,1,2
3,1,52.0,1,53.0,6,7
2,2,90.0,2,185.0,5,4
1,2,73.0,1,100.0,4,9
3,3,68.0,0,428.0,3,5
0,2,65.0,1,390.0,2,1
0,2,12.0,2,239.0,4,3
2,1,35.0,2,386.0,0,9
1,3,69.0,1,238.0,3,12
3,3,58.0,2,471.0,0,6
2,4,57.0,0,465.0,5,7
2,0,47.0,1,461.0,6,4
1,4,52.0,2,389.0,4,12
2,4,14.0,1,274.0,1,9
3,4,14.0,1,245.0,2,9
2,4,93.0,2,375.0,5,2
2,4,81.0,0,438.0,5,10
0,0,81.0,1,437.0,5,2
1,3,79.0,2,175.0,3,11
1,3,59.0,0,68.0,2,4
2,3,11.0,2,296.0,6,2
1,3,30.0,1,67.0,2,4
3,1,89.0,2,378.0,2,1
0,4,17.0,0,308.0,1,5
2,0,64.0,2,144.0,1,10
0,3,70.0,1,396.0,5,1
2,3,28.0,2,66.0,2,2
2,2,55.0,1,197.0,5,6
0,3,52.0,2,274.0,0,5
0,3,97.0,1,276.0,3,4
2,2,99.0,1,292.0,1,12
3,2,23.0,0,228.0,5,1
1,4,94.0,0,424.0,4,12
2,0,52.0,2,194.0,5,1
1,3,10.0,0,248.0,3,8
3,2,10.0,1,443.0,5,1
3,2,19.0,2,143.0,2,10
1,2,69.0,0,148.0,5,4
1,0,83.0,1,415.0,0,5
1,1,82.0,2,156.0,3,2
0,2,15.0,1,349.0,2,8
2,0,93.0,0,409.0,4,3
1,0,54.0,2,368.0,5,8
0,2,15.0,1,328.0,1,2
2,1,15.0,2,107.0,1,5
1,1,69.0,0,344.0,3,12
1,1,71.0,0,430.0,3,3
0,1,12.0,1,236.0,6,1
2,4,96.0,1,103.0,2,3
0,4,28.0,1,322.0,5,2
1,4,66.0,0,215.0,2,10
1,2,85.0,0,136.0,0,3
3,0,31.0,2,193.0,1,9
2,1,92.0,2,479.0,0,4
0,3,88.0,1,134.0,5,2
0,3,58.0,1,172.0,2,12
2,2,93.0,2,225.0,6,4
3,0,85.0,1,268.0,1,1
1,1,40.0,2,231.0,0,4
0,4,33.0,2,277.0,2,8
0,4,11.0,2,500.0,6,6
1,3,17.0,2,66.0,6,4
0,2,44.0,0,369.0,0,12
0,1,100.0,0,171.0,1,9
1,4,35.0,1,221.0,4,8
2,4,24.0,2,121.0,2,4
3,4,92.0,0,335.0,1,12
2,2,68.0,2,85.0,1,5
2,1,74.0,1,51.0,4,9
1,1,28.0,2,162.0,3,2
1,0,59.0,1,453.0,2,7
2,0,65.0,0,445.0,2,12
2,4,19.0,1,146.0,4,5
1,4,17.0,1,438.0,1,4
1,3,87.0,2,156.0,0,8
3,3,93.0,2,393.0,2,1
3,3,87.0,0,65.0,6,3
1,0,20.0,2,194.0,4,8
2,2,56.0,0,51.0,0,7
1,4,58.0,1,413.0,6,7
1,0,49.0,2,303.0,2,6
1,4,32.0,1,377.0,6,12
1,1,39.0,2,473.0,3,6
0,3,78.0,1,120.0,6,2
3,1,28.0,0,137.0,5,7
0,0,49.0,2,328.0,5,8
1,1,20.0,2,239.0,4,1
1,1,26.0,1,210.0,4,6
3,4,31.0,2,429.0,0,6
1,3,28.0,0,295.0,4,10
2,1,23.0,2,186.0,1,10
1,2,53.0,1,487.0,5,5
1,0,39.0,2,322.0,5,4
2,4,19.0,2,361.0,1,2
2,2,58.0,1,65.0,5,2
1,2,47.0,2,349.0,5,11
0,2,15.0,0,151.0,3,8
1,1,14.0,0,371.0,4,2
1,4,66.0,1,153.0,1,11
0,0,80.0,0,461.0,6,2
3,2,44.0,2,277.0,2,3
1,2,15.0,1,390.0,5,3
1,0,15.0,0,257.0,4,4
3,3,95.0,2,184.0,6,11
1,2,27.0,1,102.0,4,4
0,1,85.0,0,254.0,6,1
0,0,15.0,0,77.0,3,1
1,0,89.0,1,109.0,1,12
3,2,58.0,1,441.0,2,11
1,4,18.0,0,118.0,0,1
1,3,81.0,2,189.0,2,7
3,3,72.0,1,355.0,2,4
0,0,94.0,2,327.0,1,8
0,2,72.0,0,76.0,1,3
1,4,30.0,1,289.0,5,4
0,0,23.0,1,206.0,0,12
2,3,56.0,1,318.0,2,2
3,3,99.0,0,390.0,6,2
2,3,37.0,0,498.0,4,4
1,1,79.0,1,109.0,4,10
3,2,82.0,0,174.0,1,3
3,2,40.0,2,176.0,4,3
3,0,97.0,2,342.0,0,5
1,4,99.0,2,395.0,4,1
3,3,43.0,2,194.0,4,3
2,2,94.0,0,104.0,1,4
1,0,26.0,1,436.0,1,7
3,3,98.0,2,413.0,5,5
1,0,46.0,1,73.0,6,12
1,1,78.0,1,357.0,3,11
0,3,79.0,1,154.0,2,7
2,4,89.0,2,63.0,5,3
2,0,60.0,2,244.0,6,11
2,3,11.0,0,211.0,6,1
0,2,24.0,0,87.0,3,5
0,1,63.0,0,175.0,2,2
3,2,34.0,2,86.0,0,6
1,3,82.0,0,251.0,4,6
3,4,14.0,1,443.0,6,1
1,2,24.0,1,214.0,3,5
3,4,40.0,2,121.0,6,9
1,1,39.0,0,366.0,2,11
2,4,14.0,2,118.0,3,4
0,3,21.0,0,483.0,0,7
2,0,48.0,0,473.0,3,7
0,0,91.0,0,135.0,6,10
3,2,10.0,0,384.0,1,7
3,0,76.0,0,378.0,3,6
0,4,59.0,1,335.0,2,3
3,1,63.0,1,262.0,5,4
0,0,78.0,1,165.0,1,11
2,4,75.0,0,54.0,6,5
3,1,39.0,1,212.0,4,9
2,3,61.0,2,200.0,0,4
1,0,74.0,0,450.0,0,12
3,2,16.0,0,63.0,5,6
0,1,39.0,2,263.0,2,2
0,4,99.0,1,318.0,3,3
3,0,54.0,1,93.0,4,4
2,4,32.0,1,124.0,0,1
3,1,99.0,0,481.0,1,1
2,3,93.0,0,216.0,0,4
2,3,90.0,0,88.0,0,3
0,1,62.0,0,233.0,6,11
3,1,32.0,1,148.0,0,10
0,0,26.0,0,471.0,5,7
2,3,96.0,1,342.0,2,3
3,2,61.0,0,166.0,3,8
1,4,52.0,1,329.0,0,9
3,4,18.0,2,133.0,6,12
0,2,97.0,1,100.0,5,11
1,1,49.0,2,247.0,4,10
1,4,60.0,1,239.0,6,9
0,0,26.0,0,93.0,6,4
3,0,21.0,0,229.0,5,3
0,2,87.0,2,95.0,6,11
1,0,81.0,0,319.0,1,9
0,2,64.0,2,246.0,0,10
2,4,56.0,2,259.0,4,3
0,0,75.0,2,495.0,5,1
0,4,98.0,2,272.0,0,11
0,4,75.0,0,307.0,5,7
1,1,42.0,2,240.0,4,7
0,4,65.0,0,366.0,5,4
0,4,75.0,0,304.0,3,4
2,4,69.0,2,139.0,1,2
3,4,100.0,2,480.0,4,9
0,2,39.0,2,365.0,3,5
3,0,99.0,0,246.0,3,4
2,2,58.0,0,164.0,2,12
0,1,31.0,1,260.0,3,2
0,0,41.0,2,495.0,1,8
2,2,83.0,1,252.0,1,11
2,3,80.0,2,325.0,1,3
2,0,58.0,0,159.0,6,1
2,2,39.0,2,213.0,2,1
0,1,58.0,1,347.0,2,12
2,1,83.0,2,233.0,0,2
1,4,65.0,0,108.0,1,8
3,4,96.0,1,259.0,6,7
1,2,90.0,2,67.0,6,2
1,1,12.0,0,53.0,5,11
3,1,53.0,1,454.0,4,3
2,3,15.0,0,274.0,1,8
0,0,65.0,1,75.0,6,7
0,4,91.0,2,336.0,5,4
0,3,87.0,2,184.0,1,3
0,2,22.0,2,253.0,4,4
3,2,40.0,0,421.0,6,6
3,0,49.0,1,392.0,3,2
3,4,97.0,1,451.0,5,6
0,2,74.0,0,114.0,4,10
2,0,84.0,2,320.0,3,6
3,2,64.0,2,263.0,5,5
0,0,45.0,0,344.0,3,7
3,3,73.0,0,372.0,5,11
3,2,11.0,0,332.0,4,2
3,2,54.0,0,484.0,6,1
2,3,87.0,0,141.0,3,2
0,4,91.0,2,153.0,3,11
0,1,19.0,2,326.0,2,9
2,0,12.0,2,270.0,3,3
1,2,68.0,2,148.0,1,8
2,1,30.0,2,355.0,2,10
1,4,13.0,1,129.0,5,7
0,0,56.0,2,179.0,1,10
3,1,72.0,1,176.0,4,10
0,0,95.0,2,83.0,1,4
0,0,22.0,2,478.0,5,2
3,2,68.0,2,425.0,5,5
0,1,17.0,2,187.0,4,1
0,2,57.0,2,443.0,1,6
1,1,81.0,1,322.0,6,2
2,3,12.0,0,95.0,6,3
2,3,81.0,1,424.0,1,9
3,3,23.0,0,302.0,6,9
2,2,79.0,0,436.0,5,7
3,4,35.0,0,380.0,0,6
0,2,10.0,2,495.0,5,2
1,0,18.0,0,457.0,1,4
0,3,24.0,1,210.0,1,8
3,2,54.0,2,500.0,3,3
1,2,24.0,2,227.0,1,4
1,2,49.0,2,262.0,3,3
2,3,80.0,1,488.0,6,2
1,0,100.0,2,113.0,0,12
2,2,49.0,2,236.0,2,7
0,2,12.0,1,206.0,2,1
1,3,40.0,2,57.0,5,3
1,4,63.0,0,181.0,5,8
3,1,58.0,2,301.0,5,9
0,3,52.0,1,102.0,5,3
0,0,88.0,0,160.0,2,10
1,3,71.0,1,356.0,2,4
3,0,53.0,0,267.0,1,7
1,4,53.0,0,294.0,2,7
0,3,99.0,0,459.0,1,4
1,2,14.0,0,71.0,0,3
2,4,63.0,0,274.0,2,4
0,2,47.0,0,458.0,2,2
3,0,99.0,1,205.0,4,4
3,4,45.0,0,219.0,5,3
0,2,21.0,1,119.0,1,9
3,0,46.0,2,56.0,3,2
0,2,100.0,1,171.0,4,3
0,2,95.0,1,52.0,6,5
2,3,30.0,0,222.0,5,2
0,1,24.0,1,366.0,5,9
0,2,47.0,1,394.0,5,3
3,1,11.0,0,58.0,6,1
1,2,74.0,1,135.0,5,5
1,1,15.0,0,403.0,1,8
2,1,71.0,0,203.0,5,9
3,3,16.0,0,65.0,5,11
2,2,18.0,2,287.0,5,10
0,4,42.0,1,61.0,3,10
1,3,83.0,2,303.0,1,9
0,1,63.0,0,212.0,0,8
3,4,90.0,2,289.0,1,7
0,0,81.0,0,83.0,3,11
0,4,83.0,0,367.0,3,7
2,2,82.0,2,255.0,6,6
3,2,74.0,0,309.0,4,9
1,1,66.0,1,129.0,4,1
3,0,70.0,0,163.0,3,11
1,3,26.0,0,58.0,1,1
0,3,31.0,0,456.0,3,8
2,0,68.0,2,285.0,2,8
2,1,48.0,1,123.0,3,5
2,3,44.0,0,314.0,6,9
1,2,40.0,0,315.0,1,4
2,0,32.0,0,109.0,4,5
0,2,38.0,1,152.0,3,3
2,3,20.0,0,252.0,0,1
0,2,56.0,1,163.0,6,3
0,4,53.0,2,245.0,4,3
1,4,43.0,0,219.0,3,9
1,2,35.0,1,350.0,2,6
2,3,19.0,0,279.0,6,2
1,4,26.0,0,495.0,3,12
3,2,27.0,1,184.0,3,9
1,4,23.0,2,113.0,5,6
2,4,88.0,2,475.0,3,4
3,0,40.0,0,70.0,6,10
2,2,40.0,1,445.0,4,3
0,1,53.0,1,238.0,0,2
0,2,74.0,2,161.0,1,3
1,3,50.0,2,439.0,4,9
3,1,70.0,2,363.0,0,12
3,4,28.0,2,153.0,6,12
2,0,10.0,0,84.0,3,1
3,3,15.0,0,266.0,4,12
3,1,35.0,2,108.0,0,1
3,3,89.0,1,65.0,0,3
1,4,55.0,2,339.0,3,4
1,4,65.0,2,314.0,1,8
0,3,95.0,0,208.0,0,3
2,0,88.0,2,74.0,0,6
0,3,67.0,2,417.0,0,3
3,0,13.0,1,125.0,0,7
2,2,44.0,2,277.0,4,5
1,3,77.0,0,244.0,2,9
2,3,92.0,2,321.0,3,4
1,1,95.0,0,134.0,4,9
0,4,27.0,0,243.0,6,11
3,1,68.0,0,420.0,0,1
0,3,13.0,0,361.0,1,3
2,4,81.0,1,284.0,2,1
2,0,73.0,1,93.0,2,5
3,0,73.0,1,208.0,0,1
0,2,98.0,2,54.0,0,2
1,1,50.0,1,173.0,4,6
1,3,74.0,2,422.0,4,2
2,3,93.0,1,311.0,5,3
3,1,52.0,2,342.0,3,5
0,3,83.0,2,196.0,5,4
0,0,86.0,1,249.0,5,4
3,3,36.0,2,140.0,2,5
0,0,69.0,0,344.0,2,1
1,0,60.0,0,180.0,5,2
0,2,98.0,0,177.0,0,7
2,1,30.0,0,288.0,5,7
0,1,36.0,1,234.0,2,5
3,1,63.0,2,336.0,5,2
0,4,25.0,1,437.0,3,3
2,2,39.0,1,337.0,5,4
0,0,13.0,0,360.0,5,1
3,3,91.0,1,255.0,0,9
2,2,36.0,0,107.0,5,4
2,0,94.0,1,373.0,2,4
3,4,51.0,2,446.0,1,12
1,3,10.0,0,281.0,4,1
0,0,98.0,2,157.0,6,12
3,4,51.0,1,374.0,6,10
0,2,53.0,2,160.0,6,4
3,1,53.0,0,390.0,3,12
2,2,31.0,1,331.0,2,1
3,3,38.0,2,203.0,6,2
3,2,19.0,1,153.0,4,1
2,2,64.0,0,417.0,2,1
2,2,96.0,2,414.0,3,8
2,3,69.0,2,200.0,5,5
0,2,20.0,0,111.0,3,4
3,3,27.0,1,64.0,0,5
2,4,27.0,1,255.0,6,9
1,1,36.0,1,241.0,3,6
2,4,20.0,1,414.0,2,10
0,2,83.0,2,500.0,4,12
1,3,32.0,1,318.0,6,3
1,4,66.0,1,411.0,0,4
2,4,82.0,0,218.0,2,7
3,2,78.0,0,464.0,1,1
3,3,66.0,1,287.0,2,5
0,2,45.0,1,483.0,6,12
0,1,96.0,1,292.0,5,12
0,3,92.0,0,59.0,5,3
2,2,21.0,2,391.0,3,5
1,2,53.0,1,158.0,0,3
3,2,47.0,1,377.0,1,5
0,3,11.0,2,244.0,2,8
2,0,25.0,2,155.0,2,1
2,2,71.0,2,412.0,4,9
0,3,40.0,0,488.0,6,6
0,3,23.0,1,158.0,5,9
2,1,88.0,1,184.0,3,2
3,4,93.0,2,456.0,2,8
3,1,40.0,2,418.0,5,3
3,0,52.0,2,459.0,2,2
1,4,47.0,2,69.0,1,8
1,3,77.0,2,441.0,2,2
0,0,75.0,0,99.0,5,5
2,0,37.0,2,411.0,6,4
1,1,87.0,2,78.0,0,3
2,0,19.0,0,471.0,4,12
2,1,11.0,1,278.0,6,4
3,4,52.0,0,323.0,6,7
2,0,74.0,0,166.0,6,6
3,3,24.0,2,358.0,5,11
3,4,99.0,0,248.0,3,3
2,2,32.0,0,158.0,1,7
3,1,36.0,2,419.0,6,4
1,2,64.0,2,79.0,1,3
0,0,69.0,2,317.0,2,2
0,0,68.0,0,430.0,4,2
0,3,44.0,0,314.0,6,12
2,3,36.0,1,448.0,3,11
3,0,66.0,2,124.0,6,9
1,3,92.0,2,276.0,4,2
3,3,46.0,2,369.0,6,4
2,1,100.0,1,182.0,1,1
2,2,87.0,1,378.0,2,5
3,3,51.0,2,214.0,5,10
0,1,93.0,1,149.0,5,8
3,1,83.0,2,151.0,3,6
2,0,39.0,0,54.0,3,11
1,4,18.0,2,432.0,4,4
0,2,35.0,0,409.0,0,2
3,4,35.0,2,454.0,3,12
3,0,16.0,2,308.0,0,6
0,1,23.0,2,212.0,2,5
3,4,72.0,1,213.0,3,8
2,4,57.0,2,93.0,0,12
1,3,19.0,0,166.0,6,6
3,0,11.0,2,258.0,6,1
2,0,51.0,2,205.0,1,5
0,3,62.0,1,328.0,4,7
0,3,62.0,1,404.0,3,6
0,1,71.0,2,477.0,4,12
3,4,83.0,0,250.0,4,9
0,3,89.0,1,202.0,3,8
2,1,26.0,0,347.0,6,12
1,0,20.0,0,90.0,0,12
0,1,27.0,0,385.0,3,1
1,4,27.0,0,362.0,1,6
2,0,54.0,1,151.0,3,5
2,0,52.0,2,420.0,5,3
1,2,50.0,0,97.0,4,6
2,4,64.0,2,227.0,3,10
1,1,36.0,1,133.0,5,6
3,2,58.0,0,253.0,6,11
1,0,42.0,0,426.0,2,2
3,1,31.0,2,121.0,0,4
0,1,90.0,2,162.0,2,4
0,3,60.0,0,404.0,3,1
2,2,36.0,1,127.0,4,1
3,4,66.0,2,169.0,1,2
2,1,43.0,1,318.0,4,7
2,1,52.0,0,237.0,1,3
0,1,39.0,1,179.0,3,5
3,4,44.0,2,288.0,0,9
2,3,36.0,1,454.0,4,11
0,4,61.0,2,117.0,5,9
3,4,49.0,0,196.0,4,2
2,3,70.0,2,139.0,1,4
0,3,63.0,2,354.0,0,8
0,2,91.0,0,329.0,0,2
2,3,52.0,2,438.0,2,2
0,3,12.0,2,361.0,5,8
1,2,80.0,0,95.0,5,9
1,2,68.0,0,308.0,3,5
2,2,90.0,2,163.0,0,1
2,0,69.0,1,64.0,0,9
3,4,35.0,2,217.0,0,8
3,2,24.0,0,271.0,2,3
1,3,95.0,1,315.0,2,1
3,1,38.0,1,319.0,1,10
3,3,24.0,1,299.0,3,12
3,3,80.0,1,198.0,4,7
1,4,11.0,1,422.0,5,6
0,2,66.0,0,372.0,3,1
2,2,69.0,1,431.0,4,4
0,0,84.0,1,94.0,2,3
3,4,31.0,2,139.0,5,5
0,2,35.0,2,295.0,0,12
3,0,75.0,0,427.0,5,4
3,1,74.0,0,212.0,5,10
1,4,51.0,0,162.0,0,10
1,2,24.0,0,338.0,2,4
2,0,65.0,1,118.0,3,3
3,2,39.0,0,279.0,5,3
3,3,74.0,1,473.0,1,3
0,1,92.0,1,154.0,2,4
2,1,85.0,0,361.0,3,4
2,3,35.0,1,378.0,5,11
2,2,83.0,2,496.0,1,2
3,1,49.0,0,235.0,0,12
3,0,16.0,1,99.0,0,4
2,2,19.0,0,222.0,0,11
0,2,84.0,1,297.0,6,2
3,0,47.0,0,308.0,3,1
2,4,53.0,2,117.0,3,7
3,3,16.0,2,170.0,1,4
3,1,43.0,2,368.0,6,4
1,0,54.0,2,487.0,6,8
2,0,11.0,2,166.0,2,4
0,1,91.0,0,167.0,3,1
0,2,57.0,1,456.0,1,7
3,2,27.0,2,197.0,5,9
1,2,25.0,0,396.0,1,8
0,2,98.0,0,274.0,1,3
0,0,64.0,1,209.0,0,7
2,2,40.0,1,313.0,3,7
0,3,26.0,1,131.0,4,10
0,4,21.0,2,263.0,3,2
0,4,57.0,2,480.0,0,3
1,4,24.0,2,290.0,4,6
0,3,56.0,1,232.0,4,7
2,0,52.0,0,432.0,5,5
2,2,68.0,0,136.0,2,1
1,3,41.0,0,315.0,6,1
0,0,76.0,1,268.0,3,10
2,2,34.0,2,177.0,1,3
2,2,77.0,2,178.0,1,4
1,2,48.0,2,202.0,2,9
1,2,10.0,0,220.0,0,1
3,2,18.0,1,345.0,0,4
1,4,98.0,2,284.0,5,12
0,0,82.0,1,489.0,1,7
3,3,23.0,2,345.0,5,7
1,2,54.0,1,450.0,4,10
2,2,10.0,2,201.0,1,3
0,3,59.0,1,374.0,2,2
3,4,23.0,2,363.0,3,1
0,1,53.0,0,254.0,1,12
0,3,47.0,1,108.0,0,4
1,2,22.0,2,291.0,4,1
1,2,22.0,0,272.0,4,1
3,3,23.0,0,316.0,4,5
0,3,55.0,0,342.0,3,9
2,4,14.0,2,218.0,4,11
0,0,17.0,0,60.0,1,7
1,0,82.0,2,292.0,1,1
1,3,41.0,2,77.0,1,4
3,2,67.0,2,117.0,4,12
3,0,59.0,0,312.0,4,4
1,4,45.0,2,220.0,2,10
3,4,51.0,2,472.0,3,8
0,2,42.0,0,58.0,1,12
2,0,86.0,2,110.0,6,8
3,4,99.0,2,212.0,6,12
2,2,59.0,2,344.0,4,2
0,4,87.0,1,50.0,0,4
3,0,78.0,2,265.0,6,7
1,1,15.0,1,498.0,6,5
3,3,93.0,2,477.0,2,9
2,1,84.0,0,331.0,4,1
3,2,33.0,1,384.0,5,1
2,3,50.0,1,484.0,0,8
1,2,42.0,1,321.0,0,5
1,2,71.0,2,318.0,6,1
1,1,98.0,0,62.0,4,3
2,1,32.0,2,114.0,1,12
0,3,36.0,0,101.0,3,7
0,0,69.0,1,344.0,0,7
2,1,29.0,1,334.0,0,3
0,1,88.0,2,220.0,4,11
0,4,16.0,1,342.0,1,9
0,2,68.0,0,200.0,4,7
3,1,26.0,2,480.0,1,7
2,2,33.0,1,479.0,0,10
1,3,45.0,0,113.0,3,5
2,2,21.0,2,128.0,4,10
3,0,10.0,2,252.0,0,11
1,4,76.0,0,422.0,5,4
0,4,96.0,2,167.0,4,5
1,1,18.0,0,112.0,2,2
3,1,31.0,0,477.0,3,9
2,1,69.0,1,468.0,1,2
1,2,83.0,1,66.0,2,5
0,0,59.0,0,313.0,2,6
3,4,49.0,0,350.0,3,1
2,3,11.0,1,59.0,3,3
1,2,47.0,1,486.0,0,2
2,4,75.0,1,208.0,2,12
3,3,86.0,1,192.0,0,4
1,0,63.0,2,281.0,0,4
1,3,72.0,0,276.0,1,3
2,4,100.0,1,240.0,3,1
0,4,77.0,2,273.0,4,6
0,2,53.0,1,228.0,5,10
0,1,46.0,1,415.0,3,6
3,1,85.0,1,247.0,4,4
3,3,89.0,0,225.0,5,2
0,4,100.0,1,216.0,5,12
0,0,55.0,1,314.0,5,10
3,0,57.0,0,487.0,6,2
1,2,31.0,2,403.0,3,6
1,4,57.0,1,242.0,1,8
2,2,80.0,2,319.0,3,1
2,1,54.0,1,123.0,0,5
3,0,74.0,2,412.0,3,7
0,2,44.0,2,404.0,4,7
1,0,98.0,1,314.0,0,2
2,4,82.0,2,73.0,6,1
0,0,57.0,2,380.0,4,9
2,2,28.0,0,76.0,2,8
3,3,12.0,0,253.0,5,1
0,4,63.0,2,147.0,5,4
2,4,90.0,2,108.0,4,11
3,1,98.0,2,417.0,4,4
3,1,52.0,2,256.0,3,10
2,3,73.0,1,247.0,0,9
1,4,70.0,1,143.0,5,2
0,0,24.0,2,175.0,2,4
2,4,57.0,0,323.0,5,12
1,1,67.0,2,364.0,5,10
1,0,24.0,0,448.0,3,11
3,4,64.0,0,401.0,2,12
2,1,27.0,1,336.0,0,4
0,2,68.0,1,78.0,4,10
2,2,84.0,2,255.0,2,4
3,2,65.0,2,167.0,2,3
2,3,21.0,0,128.0,0,9
0,2,99.0,0,310.0,1,2
3,4,61.0,2,290.0,3,11
1,0,22.0,0,196.0,0,7
2,4,57.0,1,107.0,2,1
1,2,43.0,2,413.0,2,10
3,4,30.0,2,140.0,3,8
0,4,25.0,0,179.0,4,2
1,2,16.0,0,432.0,3,1
3,4,56.0,0,467.0,0,4
0,1,13.0,1,418.0,5,7
1,2,13.0,0,169.0,3,4
2,4,54.0,0,336.0,4,2
3,1,43.0,0,250.0,1,10
3,1,59.0,1,90.0,6,12
1,1,66.0,1,273.0,1,11
1,4,74.0,1,400.0,3,8
3,0,73.0,1,183.0,1,4
0,1,13.0,0,390.0,6,2
2,1,26.0,0,71.0,6,3
1,0,54.0,1,74.0,6,1
3,2,70.0,1,133.0,1,3
2,3,79.0,2,213.0,0,7
3,2,91.0,2,238.0,3,11
1,2,34.0,2,435.0,5,11
3,3,64.0,0,76.0,6,3
1,4,70.0,2,156.0,5,9
0,4,21.0,1,255.0,2,3
3,0,82.0,2,432.0,2,2
0,2,84.0,1,371.0,1,1
0,3,17.0,0,124.0,0,3
2,4,12.0,2,221.0,0,3
3,1,36.0,2,369.0,3,9
3,2,88.0,2,493.0,6,4
3,1,73.0,0,135.0,3,1
3,0,100.0,1,101.0,4,6
3,2,68.0,2,420.0,0,11
1,2,55.0,2,409.0,6,9
0,4,19.0,2,430.0,5,6
3,2,43.0,1,81.0,0,8
1,0,71.0,0,120.0,6,8
1,3,72.0,1,498.0,5,11
2,1,17.0,0,335.0,2,4
2,0,32.0,1,225.0,6,12
3,3,59.0,2,401.0,1,8
0,0,68.0,2,348.0,2,1
3,0,35.0,2,325.0,1,12
3,4,14.0,0,445.0,0,2
3,0,88.0,2,233.0,0,11
0,0,53.0,1,171.0,6,3
2,1,44.0,1,359.0,3,7
3,1,32.0,2,261.0,5,9
0,1,22.0,1,183.0,0,4
1,4,62.0,0,112.0,3,1
0,2,23.0,2,438.0,0,10
2,1,45.0,2,293.0,5,6
2,3,85.0,2,407.0,6,1
3,2,54.0,1,237.0,1,3
0,1,66.0,0,416.0,3,4
2,3,30.0,2,316.0,5,9
3,3,58.0,1,338.0,4,1
0,0,22.0,2,387.0,0,6
3,4,59.0,0,283.0,3,9
2,0,67.0,0,237.0,4,8
2,3,95.0,2,65.0,0,12
3,0,65.0,1,276.0,3,10
3,3,34.0,2,260.0,2,12
0,0,31.0,2,356.0,1,9
1,4,39.0,2,73.0,2,1
2,0,27.0,1,197.0,2,7
2,3,56.0,2,235.0,6,11
2,1,43.0,0,77.0,5,11
2,0,91.0,2,317.0,0,9
3,1,25.0,1,70.0,1,2
0,2,46.0,2,138.0,4,6
2,0,35.0,2,135.0,6,5
0,4,93.0,0,164.0,0,3
1,0,37.0,1,335.0,2,7
1,1,86.0,0,164.0,4,1
2,4,79.0,1,447.0,5,4
2,3,79.0,2,314.0,3,3
3,3,62.0,0,358.0,0,3
1,1,12.0,2,52.0,0,4
0,0,63.0,2,426.0,1,9
2,1,75.0,1,301.0,0,11
0,0,27.0,0,178.0,1,5
0,1,21.0,1,333.0,1,6
0,0,11.0,1,115.0,0,11
2,3,70.0,2,340.0,5,10
