Event_ID,Event_Name,Event_Type,Event_Date,Location,Ticket_Price,Weather_Condition,Attendance_Count,Day_of_Week
1724,Event 1724,Conference,2022-08-31,D,42,Sunny,207,Wednesday
1725,Event 1725,Concert,2024-02-12,D,11,Sunny,346,Monday
1726,Event 1726,Concert,2022-03-15,B,72,Sunny,126,Tuesday
1727,Event 1727,Concert,2023-06-26,E,15,Sunny,351,Monday
1728,Event 1728,Workshop,2023-01-29,E,75,Sunny,493,Sunday
1729,Event 1729,Concert,2023-03-16,A,98,Rainy,197,Thursday
1730,Event 1730,Concert,2022-10-15,E,55,Rainy,289,Saturday
1731,Event 1731,Concert,2022-09-08,B,26,Cloudy,133,Thursday
1732,Event 1732,Expo,2023-11-24,C,55,Rainy,217,Friday
1733,Event 1733,Expo,2023-07-28,B,31,Rainy,67,Friday
1734,Event 1734,Conference,2023-12-26,A,54,Sunny,114,Tuesday
1735,Event 1735,Expo,2023-05-04,B,64,Cloudy,393,Thursday
1736,Event 1736,Workshop,2022-03-16,D,44,Cloudy,58,Wednesday
1737,Event 1737,Workshop,2023-09-19,E,60,Rainy,343,Tuesday
1738,Event 1738,Expo,2023-03-25,E,39,Sunny,306,Saturday
1739,Event 1739,Conference,2022-08-05,C,14,Sunny,479,Friday
1740,Event 1740,Expo,2023-09-21,E,71,Sunny,326,Thursday
1741,Event 1741,Conference,2023-10-23,C,34,Sunny,188,Monday
1742,Event 1742,Conference,2023-07-23,B,65,Sunny,486,Sunday
1743,Event 1743,Workshop,2024-04-29,A,20,Cloudy,398,Monday
1744,Event 1744,Expo,2022-08-23,B,62,Sunny,122,Tuesday
1745,Event 1745,Workshop,2022-12-02,A,34,Rainy,263,Friday
1746,Event 1746,Concert,2023-05-09,C,75,Cloudy,194,Tuesday
1747,Event 1747,Concert,2024-03-03,D,54,Cloudy,391,Sunday
1748,Event 1748,Workshop,2022-04-12,D,63,Rainy,353,Tuesday
1749,Event 1749,Concert,2023-03-14,D,78,Cloudy,146,Tuesday
1750,Event 1750,Expo,2023-02-22,A,78,Rainy,386,Wednesday
1751,Event 1751,Expo,2023-03-09,B,68,Cloudy,406,Thursday
1752,Event 1752,Expo,2022-01-06,C,72,Sunny,307,Thursday
1753,Event 1753,Conference,2024-02-14,C,43,Sunny,168,Wednesday
1754,Event 1754,Concert,2023-01-26,D,23,Rainy,464,Thursday
1755,Event 1755,Conference,2022-03-28,A,20,Rainy,181,Monday
1756,Event 1756,Workshop,2023-03-17,D,48,Cloudy,450,Friday
1757,Event 1757,Workshop,2024-03-06,A,66,Cloudy,291,Wednesday
1758,Event 1758,Workshop,2023-07-14,D,79,Sunny,172,Friday
1759,Event 1759,Concert,2023-11-18,B,17,Rainy,293,Saturday
1760,Event 1760,Workshop,2022-12-29,C,20,Rainy,275,Thursday
1761,Event 1761,Workshop,2022-12-01,D,67,Cloudy,354,Thursday
1762,Event 1762,Workshop,2024-01-09,C,44,Sunny,333,Tuesday
1763,Event 1763,Expo,2024-03-16,E,38,Cloudy,86,Saturday
1764,Event 1764,Expo,2023-07-25,A,66,Cloudy,181,Tuesday
1765,Event 1765,Conference,2023-02-21,C,43,Sunny,233,Tuesday
1766,Event 1766,Conference,2024-01-24,C,17,Cloudy,298,Wednesday
1767,Event 1767,Expo,2022-06-17,B,92,Sunny,233,Friday
1768,Event 1768,Conference,2022-11-07,D,56,Sunny,429,Monday
1769,Event 1769,Conference,2022-01-14,E,91,Rainy,345,Friday
1770,Event 1770,Concert,2024-01-15,C,20,Sunny,101,Monday
1771,Event 1771,Expo,2024-01-07,C,18,Rainy,324,Sunday
1772,Event 1772,Concert,2022-11-13,D,23,Rainy,413,Sunday
1773,Event 1773,Expo,2023-03-05,D,93,Sunny,94,Sunday
1774,Event 1774,Conference,2022-10-03,B,59,Cloudy,423,Monday
1775,Event 1775,Conference,2024-02-16,D,80,Cloudy,117,Friday
1776,Event 1776,Expo,2023-04-20,D,93,Rainy,159,Thursday
1777,Event 1777,Expo,2023-10-25,C,66,Rainy,174,Wednesday
1778,Event 1778,Conference,2022-09-10,A,25,Cloudy,457,Saturday
1779,Event 1779,Workshop,2023-12-15,A,49,Sunny,344,Friday
1780,Event 1780,Conference,2023-02-26,E,68,Cloudy,264,Sunday
1781,Event 1781,Conference,2023-08-24,E,93,Sunny,298,Thursday
1782,Event 1782,Concert,2023-01-26,D,71,Cloudy,473,Thursday
1783,Event 1783,Workshop,2024-02-21,B,24,Cloudy,191,Wednesday
1784,Event 1784,Workshop,2023-09-10,A,51,Sunny,211,Sunday
1785,Event 1785,Expo,2023-01-19,B,57,Cloudy,391,Thursday
1786,Event 1786,Concert,2023-08-04,D,50,Sunny,132,Friday
1787,Event 1787,Conference,2024-02-04,C,31,Rainy,117,Sunday
1788,Event 1788,Concert,2023-10-14,B,74,Rainy,346,Saturday
1789,Event 1789,Conference,2023-05-08,A,60,Sunny,99,Monday
1790,Event 1790,Conference,2023-08-04,A,25,Sunny,63,Friday
1791,Event 1791,Workshop,2022-12-15,C,65,Rainy,119,Thursday
1792,Event 1792,Expo,2022-09-14,A,84,Sunny,283,Wednesday
1793,Event 1793,Conference,2023-08-11,B,94,Rainy,84,Friday
1794,Event 1794,Conference,2023-08-04,D,86,Cloudy,366,Friday
1795,Event 1795,Conference,2022-12-26,A,75,Rainy,151,Monday
1796,Event 1796,Expo,2024-03-12,A,47,Sunny,118,Tuesday
1797,Event 1797,Expo,2023-02-09,C,16,Cloudy,483,Thursday
1798,Event 1798,Workshop,2023-12-05,B,23,Cloudy,275,Tuesday
1799,Event 1799,Workshop,2024-03-11,B,17,Cloudy,236,Monday
1800,Event 1800,Concert,2023-07-02,A,21,Sunny,474,Sunday
1801,Event 1801,Expo,2022-12-25,C,18,Rainy,133,Sunday
1802,Event 1802,Conference,2022-01-13,A,58,Rainy,401,Thursday
1803,Event 1803,Concert,2022-06-07,B,41,Cloudy,215,Tuesday
1804,Event 1804,Workshop,2022-11-22,D,42,Sunny,132,Tuesday
1805,Event 1805,Expo,2023-02-07,D,58,Rainy,175,Tuesday
1806,Event 1806,Conference,2022-11-15,E,35,Rainy,276,Tuesday
1807,Event 1807,Concert,2022-12-17,D,98,Sunny,409,Saturday
1808,Event 1808,Concert,2023-09-03,D,71,Cloudy,471,Sunday
1809,Event 1809,Conference,2023-07-13,B,35,Sunny,55,Thursday
1810,Event 1810,Expo,2023-02-13,D,79,Sunny,384,Monday
1811,Event 1811,Conference,2024-03-31,B,10,Rainy,104,Sunday
1812,Event 1812,Workshop,2022-04-18,D,13,Cloudy,482,Monday
1813,Event 1813,Conference,2022-07-16,B,67,Sunny,409,Saturday
1814,Event 1814,Expo,2022-10-18,E,33,Sunny,150,Tuesday
1815,Event 1815,Workshop,2023-07-07,E,67,Rainy,382,Friday
1816,Event 1816,Workshop,2022-01-11,D,38,Rainy,128,Tuesday
1817,Event 1817,Expo,2023-08-18,E,50,Rainy,497,Friday
1818,Event 1818,Expo,2023-06-11,A,74,Sunny,137,Sunday
1819,Event 1819,Workshop,2024-01-18,C,34,Sunny,82,Thursday
1820,Event 1820,Conference,2022-04-11,E,71,Sunny,65,Monday
1821,Event 1821,Conference,2022-12-16,D,89,Cloudy,114,Friday
1822,Event 1822,Concert,2023-12-19,C,57,Sunny,406,Tuesday
1823,Event 1823,Expo,2022-08-04,D,63,Rainy,223,Thursday
1824,Event 1824,Workshop,2023-05-10,B,22,Cloudy,64,Wednesday
1825,Event 1825,Workshop,2023-06-29,B,79,Sunny,415,Thursday
1826,Event 1826,Conference,2024-04-03,C,64,Sunny,413,Wednesday
1827,Event 1827,Expo,2023-01-26,E,39,Sunny,297,Thursday
1828,Event 1828,Expo,2022-07-06,E,38,Rainy,205,Wednesday
1829,Event 1829,Workshop,2024-04-19,C,82,Rainy,316,Friday
1830,Event 1830,Conference,2022-04-09,A,79,Sunny,296,Saturday
1831,Event 1831,Expo,2022-07-14,C,15,Rainy,358,Thursday
1832,Event 1832,Concert,2024-01-22,C,73,Sunny,472,Monday
1833,Event 1833,Concert,2023-08-04,E,37,Cloudy,188,Friday
1834,Event 1834,Workshop,2022-12-21,E,39,Rainy,186,Wednesday
1835,Event 1835,Expo,2022-01-28,A,79,Cloudy,323,Friday
1836,Event 1836,Concert,2022-10-19,B,74,Sunny,50,Wednesday
1837,Event 1837,Conference,2022-09-21,A,37,Rainy,120,Wednesday
1838,Event 1838,Concert,2022-08-13,C,100,Rainy,486,Saturday
1839,Event 1839,Expo,2023-12-03,C,85,Rainy,306,Sunday
1840,Event 1840,Concert,2022-03-29,D,46,Sunny,334,Tuesday
1841,Event 1841,Expo,2022-10-08,B,28,Cloudy,497,Saturday
1842,Event 1842,Conference,2022-12-05,E,94,Sunny,288,Monday
1843,Event 1843,Workshop,2022-03-11,A,66,Rainy,483,Friday
1844,Event 1844,Conference,2022-11-16,A,84,Cloudy,274,Wednesday
1845,Event 1845,Concert,2022-02-04,C,54,Rainy,477,Friday
1846,Event 1846,Expo,2023-08-15,A,49,Cloudy,151,Tuesday
1847,Event 1847,Expo,2023-10-27,C,10,Rainy,418,Friday
1848,Event 1848,Expo,2024-02-18,C,69,Sunny,444,Sunday
1849,Event 1849,Concert,2023-10-28,E,85,Cloudy,73,Saturday
1850,Event 1850,Concert,2023-07-19,E,19,Sunny,335,Wednesday
1851,Event 1851,Workshop,2023-11-07,A,26,Cloudy,62,Tuesday
1852,Event 1852,Concert,2022-06-03,E,32,Sunny,112,Friday
1853,Event 1853,Workshop,2022-06-09,C,100,Cloudy,432,Thursday
1854,Event 1854,Expo,2023-10-04,D,36,Cloudy,210,Wednesday
1855,Event 1855,Workshop,2022-05-27,C,51,Cloudy,145,Friday
1856,Event 1856,Expo,2023-09-09,B,31,Rainy,147,Saturday
1857,Event 1857,Expo,2023-10-17,E,75,Rainy,109,Tuesday
1858,Event 1858,Expo,2022-08-03,B,43,Sunny,204,Wednesday
1859,Event 1859,Workshop,2024-04-05,E,69,Cloudy,457,Friday
1860,Event 1860,Workshop,2022-04-03,E,88,Cloudy,76,Sunday
1861,Event 1861,Conference,2024-02-25,A,20,Cloudy,94,Sunday
1862,Event 1862,Concert,2022-07-25,C,36,Sunny,115,Monday
1863,Event 1863,Concert,2022-11-18,C,87,Rainy,259,Friday
1864,Event 1864,Workshop,2022-07-14,D,70,Sunny,55,Thursday
1865,Event 1865,Conference,2024-01-01,D,56,Sunny,427,Monday
1866,Event 1866,Concert,2022-03-30,E,24,Cloudy,350,Wednesday
1867,Event 1867,Concert,2022-12-13,B,27,Cloudy,98,Tuesday
1868,Event 1868,Concert,2022-08-22,B,73,Rainy,417,Monday
1869,Event 1869,Conference,2022-06-21,C,67,Cloudy,296,Tuesday
1870,Event 1870,Concert,2022-05-09,A,50,Rainy,96,Monday
1871,Event 1871,Concert,2023-02-10,B,46,Sunny,357,Friday
1872,Event 1872,Conference,2022-07-18,A,26,Rainy,60,Monday
1873,Event 1873,Concert,2022-03-13,D,97,Cloudy,335,Sunday
1874,Event 1874,Concert,2022-05-28,A,63,Sunny,462,Saturday
1875,Event 1875,Conference,2023-04-30,A,59,Sunny,434,Sunday
1876,Event 1876,Concert,2022-11-27,B,49,Sunny,371,Sunday
1877,Event 1877,Concert,2023-11-18,E,95,Rainy,366,Saturday
1878,Event 1878,Concert,2023-10-16,B,51,Cloudy,394,Monday
1879,Event 1879,Concert,2023-06-21,B,32,Sunny,105,Wednesday
1880,Event 1880,Workshop,2022-08-19,A,71,Cloudy,320,Friday
1881,Event 1881,Expo,2022-08-27,C,14,Cloudy,317,Saturday
1882,Event 1882,Conference,2024-01-28,E,79,Sunny,367,Sunday
1883,Event 1883,Concert,2024-04-13,B,24,Cloudy,310,Saturday
1884,Event 1884,Conference,2022-08-22,B,41,Sunny,267,Monday
1885,Event 1885,Workshop,2022-10-12,A,78,Sunny,425,Wednesday
1886,Event 1886,Workshop,2024-01-26,C,32,Rainy,332,Friday
1887,Event 1887,Workshop,2022-10-03,C,47,Rainy,246,Monday
1888,Event 1888,Concert,2022-01-30,A,25,Sunny,96,Sunday
1889,Event 1889,Expo,2022-11-22,B,52,Sunny,358,Tuesday
1890,Event 1890,Expo,2022-07-20,A,38,Rainy,103,Wednesday
1891,Event 1891,Conference,2022-04-08,B,97,Sunny,201,Friday
1892,Event 1892,Conference,2024-03-22,D,68,Rainy,158,Friday
1893,Event 1893,Concert,2024-04-30,D,27,Sunny,212,Tuesday
1894,Event 1894,Expo,2024-01-14,C,92,Sunny,198,Sunday
1895,Event 1895,Workshop,2023-08-30,A,13,Rainy,454,Wednesday
1896,Event 1896,Concert,2023-12-04,B,69,Sunny,439,Monday
1897,Event 1897,Expo,2022-01-03,C,84,Cloudy,239,Monday
1898,Event 1898,Workshop,2022-08-10,C,61,Sunny,161,Wednesday
1899,Event 1899,Concert,2022-03-31,D,15,Cloudy,335,Thursday
1900,Event 1900,Workshop,2022-10-02,D,68,Sunny,286,Sunday
1901,Event 1901,Conference,2023-05-14,A,29,Sunny,495,Sunday
1902,Event 1902,Concert,2022-07-30,B,67,Rainy,250,Saturday
1903,Event 1903,Concert,2023-06-14,A,20,Sunny,367,Wednesday
1904,Event 1904,Concert,2023-04-18,D,33,Cloudy,392,Tuesday
1905,Event 1905,Expo,2022-11-22,A,25,Rainy,98,Tuesday
1906,Event 1906,Concert,2024-02-11,A,83,Rainy,395,Sunday
1907,Event 1907,Concert,2022-02-24,C,83,Sunny,470,Thursday
1908,Event 1908,Concert,2022-06-08,C,41,Cloudy,136,Wednesday
1909,Event 1909,Expo,2022-02-13,B,46,Cloudy,358,Sunday
1910,Event 1910,Conference,2023-02-25,A,75,Rainy,489,Saturday
1911,Event 1911,Conference,2022-11-17,A,19,Sunny,169,Thursday
1912,Event 1912,Workshop,2023-02-07,B,75,Rainy,301,Tuesday
1913,Event 1913,Workshop,2023-09-28,B,10,Rainy,300,Thursday
1914,Event 1914,Workshop,2023-05-10,B,78,Rainy,467,Wednesday
1915,Event 1915,Concert,2022-07-17,E,26,Rainy,175,Sunday
1916,Event 1916,Expo,2023-10-12,E,51,Sunny,141,Thursday
1917,Event 1917,Expo,2022-07-01,C,67,Sunny,456,Friday
1918,Event 1918,Concert,2022-01-07,B,33,Cloudy,256,Friday
1919,Event 1919,Expo,2023-11-19,C,94,Cloudy,282,Sunday
1920,Event 1920,Conference,2024-03-18,A,50,Cloudy,323,Monday
1921,Event 1921,Concert,2024-01-12,A,25,Sunny,280,Friday
1922,Event 1922,Conference,2022-09-05,D,25,Rainy,424,Monday
1923,Event 1923,Expo,2022-07-19,C,10,Rainy,324,Tuesday
1924,Event 1924,Conference,2023-09-15,C,18,Sunny,325,Friday
1925,Event 1925,Concert,2022-05-11,E,67,Sunny,290,Wednesday
1926,Event 1926,Expo,2022-10-15,E,93,Sunny,467,Saturday
1927,Event 1927,Conference,2022-09-22,D,34,Cloudy,477,Thursday
1928,Event 1928,Workshop,2023-11-30,C,54,Rainy,194,Thursday
1929,Event 1929,Conference,2022-05-12,D,53,Sunny,299,Thursday
1930,Event 1930,Workshop,2023-09-28,C,96,Rainy,266,Thursday
1931,Event 1931,Conference,2022-01-28,B,58,Cloudy,371,Friday
1932,Event 1932,Conference,2024-02-21,C,15,Rainy,55,Wednesday
1933,Event 1933,Expo,2023-03-05,C,57,Sunny,167,Sunday
1934,Event 1934,Expo,2022-08-18,C,70,Cloudy,337,Thursday
1935,Event 1935,Concert,2023-01-09,C,91,Rainy,178,Monday
1936,Event 1936,Expo,2023-09-12,C,66,Cloudy,241,Tuesday
1937,Event 1937,Workshop,2022-12-25,E,69,Cloudy,495,Sunday
1938,Event 1938,Expo,2023-03-28,D,53,Cloudy,371,Tuesday
1939,Event 1939,Conference,2022-03-05,C,27,Rainy,68,Saturday
1940,Event 1940,Expo,2023-05-28,C,86,Sunny,427,Sunday
1941,Event 1941,Concert,2022-10-10,B,40,Sunny,454,Monday
1942,Event 1942,Conference,2022-11-06,A,80,Sunny,450,Sunday
1943,Event 1943,Concert,2024-03-05,E,21,Rainy,386,Tuesday
1944,Event 1944,Conference,2022-04-22,E,29,Cloudy,198,Friday
1945,Event 1945,Concert,2022-09-25,B,24,Rainy,449,Sunday
1946,Event 1946,Expo,2022-12-23,A,19,Cloudy,499,Friday
1947,Event 1947,Conference,2023-06-12,C,17,Cloudy,351,Monday
1948,Event 1948,Expo,2023-03-30,E,58,Rainy,141,Thursday
1949,Event 1949,Concert,2024-03-23,C,59,Rainy,342,Saturday
1950,Event 1950,Concert,2024-02-27,C,96,Rainy,471,Tuesday
1951,Event 1951,Concert,2023-08-27,C,16,Sunny,103,Sunday
1952,Event 1952,Concert,2022-07-13,C,27,Rainy,136,Wednesday
1953,Event 1953,Workshop,2022-12-10,A,22,Rainy,415,Saturday
1954,Event 1954,Workshop,2022-05-03,A,63,Cloudy,341,Tuesday
1955,Event 1955,Conference,2022-04-27,B,18,Sunny,72,Wednesday
1956,Event 1956,Workshop,2023-07-04,B,86,Sunny,426,Tuesday
1957,Event 1957,Conference,2023-07-09,D,23,Rainy,140,Sunday
1958,Event 1958,Expo,2023-03-31,E,18,Rainy,261,Friday
1959,Event 1959,Conference,2023-02-07,E,31,Sunny,157,Tuesday
1960,Event 1960,Expo,2023-12-18,A,97,Sunny,367,Monday
1961,Event 1961,Concert,2022-06-26,E,27,Rainy,56,Sunday
1962,Event 1962,Concert,2022-09-20,B,29,Rainy,383,Tuesday
1963,Event 1963,Conference,2023-01-10,D,43,Rainy,384,Tuesday
1964,Event 1964,Expo,2024-02-18,C,24,Sunny,214,Sunday
1965,Event 1965,Conference,2023-10-18,D,82,Cloudy,159,Wednesday
1966,Event 1966,Concert,2022-04-02,B,48,Cloudy,137,Saturday
1967,Event 1967,Expo,2022-03-08,B,35,Rainy,379,Tuesday
1968,Event 1968,Concert,2024-02-09,B,66,Cloudy,268,Friday
1969,Event 1969,Expo,2022-10-11,B,53,Rainy,290,Tuesday
1970,Event 1970,Expo,2024-01-20,E,85,Sunny,472,Saturday
1971,Event 1971,Workshop,2023-01-03,D,93,Cloudy,338,Tuesday
1972,Event 1972,Concert,2023-06-20,B,86,Cloudy,184,Tuesday
1973,Event 1973,Workshop,2022-01-02,A,61,Sunny,365,Sunday
1974,Event 1974,Concert,2023-12-13,E,65,Cloudy,236,Wednesday
1975,Event 1975,Conference,2023-01-04,B,99,Rainy,243,Wednesday
1976,Event 1976,Expo,2022-12-26,A,16,Rainy,331,Monday
1977,Event 1977,Concert,2023-04-20,C,90,Rainy,286,Thursday
1978,Event 1978,Conference,2023-02-01,A,12,Cloudy,387,Wednesday
1979,Event 1979,Conference,2022-08-11,A,64,Sunny,408,Thursday
1980,Event 1980,Expo,2023-05-23,E,99,Rainy,272,Tuesday
1981,Event 1981,Expo,2022-11-12,C,28,Sunny,474,Saturday
1982,Event 1982,Conference,2023-08-01,E,54,Rainy,414,Tuesday
1983,Event 1983,Expo,2024-04-13,A,67,Cloudy,373,Saturday
1984,Event 1984,Concert,2022-02-03,C,69,Cloudy,328,Thursday
1985,Event 1985,Expo,2023-05-17,B,54,Rainy,408,Wednesday
1986,Event 1986,Workshop,2023-03-22,B,59,Sunny,64,Wednesday
1987,Event 1987,Workshop,2022-08-24,D,44,Rainy,189,Wednesday
1988,Event 1988,Workshop,2024-04-12,A,49,Rainy,226,Friday
1989,Event 1989,Workshop,2022-12-24,D,17,Cloudy,481,Saturday
1990,Event 1990,Concert,2022-02-28,B,22,Rainy,143,Monday
1991,Event 1991,Workshop,2023-05-27,A,87,Cloudy,500,Saturday
1992,Event 1992,Conference,2023-06-24,D,15,Cloudy,143,Saturday
1993,Event 1993,Concert,2023-01-20,A,54,Cloudy,323,Friday
1994,Event 1994,Expo,2023-06-16,E,54,Rainy,342,Friday
1995,Event 1995,Conference,2022-08-27,C,67,Cloudy,456,Saturday
1996,Event 1996,Conference,2023-09-28,D,43,Cloudy,462,Thursday
1997,Event 1997,Concert,2024-01-15,E,88,Rainy,207,Monday
1998,Event 1998,Conference,2023-07-25,D,73,Cloudy,75,Tuesday
1999,Event 1999,Expo,2022-09-28,C,54,Rainy,420,Wednesday
2000,Event 2000,Concert,2024-03-30,C,95,Rainy,277,Saturday
2001,Event 2001,Conference,2022-04-29,C,83,Sunny,440,Friday
2002,Event 2002,Concert,2022-07-27,C,66,Cloudy,333,Wednesday
2003,Event 2003,Conference,2022-12-14,A,21,Rainy,420,Wednesday
2004,Event 2004,Conference,2022-11-11,C,23,Rainy,323,Friday
2005,Event 2005,Workshop,2022-08-15,B,21,Rainy,237,Monday
2006,Event 2006,Workshop,2023-04-23,E,80,Cloudy,334,Sunday
2007,Event 2007,Workshop,2022-06-12,C,81,Cloudy,304,Sunday
2008,Event 2008,Expo,2022-04-03,A,77,Sunny,250,Sunday
2009,Event 2009,Expo,2022-08-16,D,77,Cloudy,227,Tuesday
2010,Event 2010,Expo,2022-03-21,C,39,Cloudy,470,Monday
2011,Event 2011,Workshop,2022-01-05,B,97,Cloudy,303,Wednesday
2012,Event 2012,Concert,2023-04-05,B,97,Rainy,147,Wednesday
2013,Event 2013,Concert,2023-01-07,D,12,Sunny,182,Saturday
2014,Event 2014,Conference,2024-03-12,B,36,Cloudy,491,Tuesday
2015,Event 2015,Concert,2022-09-10,B,52,Cloudy,193,Saturday
2016,Event 2016,Workshop,2022-06-13,B,47,Rainy,197,Monday
2017,Event 2017,Concert,2023-04-13,E,94,Sunny,256,Thursday
2018,Event 2018,Conference,2023-11-15,E,100,Sunny,207,Wednesday
2019,Event 2019,Expo,2022-05-25,A,96,Sunny,252,Wednesday
2020,Event 2020,Conference,2023-02-12,D,24,Rainy,413,Sunday
2021,Event 2021,Concert,2022-08-30,C,49,Cloudy,260,Tuesday
2022,Event 2022,Conference,2022-10-27,E,75,Rainy,335,Thursday
2023,Event 2023,Conference,2022-04-21,A,57,Rainy,421,Thursday
2024,Event 2024,Concert,2023-04-10,C,95,Cloudy,371,Monday
2025,Event 2025,Concert,2023-10-25,B,52,Cloudy,341,Wednesday
2026,Event 2026,Expo,2022-04-20,A,36,Cloudy,231,Wednesday
2027,Event 2027,Conference,2022-12-02,B,63,Cloudy,461,Friday
2028,Event 2028,Workshop,2023-11-29,E,39,Sunny,283,Wednesday
2029,Event 2029,Workshop,2022-03-12,A,76,Cloudy,168,Saturday
2030,Event 2030,Expo,2023-09-11,C,16,Rainy,87,Monday
2031,Event 2031,Expo,2023-01-19,C,19,Cloudy,319,Thursday
2032,Event 2032,Expo,2024-04-09,E,18,Rainy,332,Tuesday
2033,Event 2033,Workshop,2022-07-23,A,33,Rainy,488,Saturday
2034,Event 2034,Workshop,2023-11-15,D,28,Rainy,491,Wednesday
2035,Event 2035,Expo,2022-03-16,A,34,Rainy,389,Wednesday
2036,Event 2036,Concert,2023-08-08,B,10,Sunny,182,Tuesday
2037,Event 2037,Workshop,2023-01-01,C,27,Rainy,84,Sunday
2038,Event 2038,Workshop,2022-02-18,E,44,Sunny,76,Friday
2039,Event 2039,Concert,2022-10-10,D,35,Sunny,441,Monday
2040,Event 2040,Concert,2023-01-15,C,10,Sunny,262,Sunday
2041,Event 2041,Concert,2023-05-08,C,62,Sunny,68,Monday
2042,Event 2042,Workshop,2024-04-18,E,61,Cloudy,237,Thursday
2043,Event 2043,Expo,2022-06-03,B,81,Cloudy,432,Friday
2044,Event 2044,Conference,2022-07-20,B,25,Sunny,479,Wednesday
2045,Event 2045,Concert,2023-01-24,D,20,Rainy,268,Tuesday
2046,Event 2046,Conference,2022-08-30,E,38,Sunny,469,Tuesday
2047,Event 2047,Expo,2023-10-31,C,15,Rainy,157,Tuesday
2048,Event 2048,Concert,2022-02-28,B,24,Rainy,336,Monday
2049,Event 2049,Workshop,2022-11-04,B,55,Rainy,83,Friday
2050,Event 2050,Expo,2023-03-30,B,42,Sunny,369,Thursday
2051,Event 2051,Workshop,2024-01-23,B,70,Rainy,359,Tuesday
2052,Event 2052,Concert,2022-05-07,D,49,Cloudy,460,Saturday
2053,Event 2053,Concert,2023-08-20,C,56,Rainy,71,Sunday
2054,Event 2054,Concert,2024-03-20,C,23,Sunny,75,Wednesday
2055,Event 2055,Concert,2023-06-02,D,87,Rainy,486,Friday
2056,Event 2056,Workshop,2023-02-20,E,75,Cloudy,178,Monday
2057,Event 2057,Conference,2022-02-15,D,10,Cloudy,266,Tuesday
2058,Event 2058,Conference,2022-03-24,A,83,Cloudy,162,Thursday
2059,Event 2059,Conference,2024-02-25,D,61,Cloudy,240,Sunday
2060,Event 2060,Concert,2023-12-05,B,99,Cloudy,194,Tuesday
2061,Event 2061,Expo,2023-12-16,E,84,Rainy,275,Saturday
2062,Event 2062,Workshop,2022-12-10,D,35,Rainy,201,Saturday
2063,Event 2063,Conference,2023-03-05,B,73,Sunny,496,Sunday
2064,Event 2064,Workshop,2023-05-19,E,19,Rainy,310,Friday
2065,Event 2065,Conference,2023-05-30,D,91,Cloudy,494,Tuesday
2066,Event 2066,Workshop,2023-04-14,B,69,Cloudy,86,Friday
2067,Event 2067,Workshop,2024-03-25,D,57,Rainy,156,Monday
2068,Event 2068,Expo,2023-05-29,D,25,Sunny,196,Monday
2069,Event 2069,Workshop,2023-07-30,B,20,Sunny,71,Sunday
2070,Event 2070,Conference,2023-02-18,D,18,Sunny,347,Saturday
2071,Event 2071,Workshop,2023-08-17,A,30,Sunny,418,Thursday
2072,Event 2072,Expo,2023-02-01,C,53,Sunny,100,Wednesday
2073,Event 2073,Expo,2022-10-01,C,17,Cloudy,236,Saturday
2074,Event 2074,Concert,2022-09-03,E,27,Sunny,395,Saturday
2075,Event 2075,Workshop,2023-12-15,B,83,Cloudy,138,Friday
2076,Event 2076,Workshop,2022-09-11,B,26,Rainy,258,Sunday
2077,Event 2077,Workshop,2022-03-18,E,55,Rainy,89,Friday
2078,Event 2078,Concert,2023-10-25,E,40,Sunny,387,Wednesday
2079,Event 2079,Concert,2022-07-13,D,43,Cloudy,433,Wednesday
2080,Event 2080,Workshop,2022-06-01,B,29,Sunny,457,Wednesday
2081,Event 2081,Concert,2023-12-25,E,16,Sunny,440,Monday
2082,Event 2082,Expo,2023-09-26,E,83,Cloudy,82,Tuesday
2083,Event 2083,Workshop,2024-01-04,C,42,Cloudy,309,Thursday
2084,Event 2084,Concert,2022-12-26,C,45,Sunny,395,Monday
2085,Event 2085,Conference,2024-04-18,D,23,Sunny,461,Thursday
2086,Event 2086,Workshop,2022-02-11,C,71,Rainy,61,Friday
2087,Event 2087,Expo,2022-03-14,A,47,Cloudy,53,Monday
2088,Event 2088,Workshop,2023-07-28,E,84,Sunny,225,Friday
2089,Event 2089,Expo,2022-08-03,E,30,Sunny,452,Wednesday
2090,Event 2090,Workshop,2022-01-20,B,34,Sunny,259,Thursday
2091,Event 2091,Expo,2022-09-19,C,96,Sunny,221,Monday
2092,Event 2092,Conference,2024-02-28,E,23,Sunny,314,Wednesday
2093,Event 2093,Concert,2024-02-29,D,56,Rainy,415,Thursday
2094,Event 2094,Concert,2022-07-24,B,36,Cloudy,135,Sunday
2095,Event 2095,Workshop,2023-05-25,B,100,Sunny,449,Thursday
2096,Event 2096,Expo,2022-10-02,B,53,Sunny,153,Sunday
2097,Event 2097,Expo,2022-09-12,B,11,Cloudy,412,Monday
2098,Event 2098,Conference,2022-08-15,B,37,Rainy,82,Monday
2099,Event 2099,Workshop,2024-03-03,D,55,Cloudy,217,Sunday
2100,Event 2100,Workshop,2022-06-11,B,81,Sunny,242,Saturday
2101,Event 2101,Concert,2022-02-04,C,15,Rainy,189,Friday
2102,Event 2102,Concert,2022-06-09,C,30,Cloudy,163,Thursday
2103,Event 2103,Expo,2024-02-03,C,58,Cloudy,475,Saturday
2104,Event 2104,Conference,2022-08-02,D,42,Rainy,399,Tuesday
